,title,song_id,main_artist
1541,Remember Him That Way,Remember Him That Way — Luke Combs,Luke Combs
1542,Devil Is A Lie,Devil Is A Lie — Tommy Richman,Tommy Richman
1543,Brother Stone,Brother Stone — Don Toliver Featuring Kodak Black,Don Toliver
1544,The Thin Grey Line,The Thin Grey Line — $uicideboy$,$uicideboy$
1545,Tore Up,Tore Up — Don Toliver,Don Toliver
1546,Burgundy,Burgundy — $uicideboy$,$uicideboy$
1547,Pink Pony Club,Pink Pony Club — Chappell Roan,Chappell Roan
1548,Thorns,Thorns — $uicideboy$,$uicideboy$
1549,Ice Age,Ice Age — Don Toliver Featuring Travis Scott,Don Toliver
1550,Front Door Famous,Front Door Famous — Luke Combs,Luke Combs
1551,Kryptonite,Kryptonite — Don Toliver,Don Toliver
1552,Chevrolet,Chevrolet — Dustin Lynch Featuring Jelly Roll,Dustin Lynch
1553,Pour Me A Drink,Pour Me A Drink — Post Malone Featuring Blake Shelton,Post Malone
1554,Si Antes Te Hubiera Conocido,Si Antes Te Hubiera Conocido — Karol G,Karol G
1555,Us.,Us. — Gracie Abrams Featuring Taylor Swift,Gracie Abrams
1556,TGIF,TGIF — GloRilla,GloRilla
1557,You Look Like You Love Me,You Look Like You Love Me — Ella Langley Featuring Riley Green,Ella Langley
1558,Parking Lot,Parking Lot — Mustard & Travis Scott,Mustard
1559,"Girl, So Confusing","Girl, So Confusing — Charli XCX With Lorde",Charli xcx
1560,Reloj,Reloj — Peso Pluma & Ivan Cornejo,Peso Pluma
1561,Kehlani,Kehlani — Jordan Adetunji,Jordan Adetunji
1562,Nights Like This,Nights Like This — The Kid LAROI,The Kid LAROI
1563,feelslikeimfallinginlove,feelslikeimfallinginlove — Coldplay,Coldplay
1564,Casual,Casual — Chappell Roan,Chappell Roan
1565,Vino Tinto,"Vino Tinto — Peso Pluma, Natanael Cano & Gabito Ballesteros",Peso Pluma
1566,Risk,Risk — Gracie Abrams,Gracie Abrams
1567,La Patrulla,La Patrulla — Peso Pluma & Neton Vega,Peso Pluma
1568,Cowboys Cry Too,Cowboys Cry Too — Kelsea Ballerini & Noah Kahan,Kelsea Ballerini
1569,Girls,Girls — The Kid LAROI,The Kid LAROI
1570,Hot Uptown,Hot Uptown — Camila Cabello Featuring Drake,Camila Cabello
1571,Otaku Hot Girl,Otaku Hot Girl — Megan Thee Stallion,Megan Thee Stallion
1572,Mamushi,Mamushi — Megan Thee Stallion Featuring Yuki Chiba,Megan Thee Stallion
1573,Rockstar,Rockstar — LISA,LISA
1574,Where Them Girls At,Where Them Girls At — Megan Thee Stallion,Megan Thee Stallion
1575,Smeraldo Garden Marching Band,Smeraldo Garden Marching Band — Jimin & Loco,Jimin
1576,New To Country,New To Country — Bailey Zimmerman,Bailey Zimmerman
1577,Tobey,"Tobey — Eminem, Big Sean & BabyTron",Eminem
1578,I Don't Wanna Wait,I Don't Wanna Wait — David Guetta & OneRepublic,David Guetta
1579,Lies Lies Lies,Lies Lies Lies — Morgan Wallen,Morgan Wallen
1580,28,28 — Zach Bryan,Zach Bryan
1581,American Nights,American Nights — Zach Bryan,Zach Bryan
1582,Tough,Tough — Quavo & Lana Del Rey,Quavo
1583,Better Days,Better Days — Zach Bryan Featuring John Mayer,Zach Bryan
1584,Oak Island,Oak Island — Zach Bryan,Zach Bryan
1585,The Way Back,The Way Back — Zach Bryan,Zach Bryan
1586,The Great American Bar Scene,The Great American Bar Scene — Zach Bryan,Zach Bryan
1587,Bass Boat,Bass Boat — Zach Bryan,Zach Bryan
1588,Sandpaper,Sandpaper — Zach Bryan Featuring Bruce Springsteen,Zach Bryan
1589,Mechanical Bull,Mechanical Bull — Zach Bryan,Zach Bryan
1590,Boons,Boons — Zach Bryan,Zach Bryan
1591,Memphis; The Blues,Memphis; The Blues — Zach Bryan Featuring John Moreland,Zach Bryan
1592,Like Ida,Like Ida — Zach Bryan,Zach Bryan
1593,Northern Thunder,Northern Thunder — Zach Bryan,Zach Bryan
1594,Towers,Towers — Zach Bryan,Zach Bryan
1595,Lithonia,Lithonia — Childish Gambino,Childish Gambino
1596,Funny Man,Funny Man — Zach Bryan,Zach Bryan
1597,Habits,Habits — Eminem & White Gold,Eminem
1598,Renaissance,Renaissance — Eminem,Eminem
1599,Fuel,Fuel — Eminem & JID,Eminem
1600,Brand New Dance,Brand New Dance — Eminem,Eminem
1601,Somebody Save Me,Somebody Save Me — Eminem & Jelly Roll,Eminem
1602,Evil,Evil — Eminem,Eminem
1603,Trouble,Trouble — Eminem,Eminem
1604,Lucifer,Lucifer — Eminem & Sly Pyper,Eminem
1605,Antichrist,Antichrist — Eminem,Eminem
1606,Guilty Conscience 2,Guilty Conscience 2 — Eminem,Eminem
1607,Temporary,Temporary — Eminem & Skylar Grey,Eminem
1608,Road Rage,"Road Rage — Eminem, Dem Jointz & Sly Pyper",Eminem
1609,Did It First,Did It First — Ice Spice & Central Cee,Ice Spice
1610,Woman's World,Woman's World — Katy Perry,Katy Perry
1611,Bad One,Bad One — Eminem & White Gold,Eminem
1612,Head Honcho,Head Honcho — Eminem & Ez Mil,Eminem
1613,PJ,PJ — BossMan DLow & Lil Baby,BossMan Dlow
1614,Indifferent,Indifferent — Megan Moroney,Megan Moroney
1615,Who,Who — Jimin,Jimin
1616,Chk Chk Boom,Chk Chk Boom — Stray Kids,Stray Kids
1617,Apple,Apple — Charli XCX,Charli xcx
1618,Help Me,Help Me — Real Boston Richey,Real Boston Richey
1619,Alibi,"Alibi — Sevdaliza, Pabllo Vittar & Yseult",Sevdaliza
1620,Femininomenon,Femininomenon — Chappell Roan,Chappell Roan
1621,Misses,Misses — Dominic Fike,Dominic Fike
1622,Guy For That,Guy For That — Post Malone Featuring Luke Combs,Post Malone
1623,Lonely Road,Lonely Road — mgk & Jelly Roll,Machine Gun Kelly
1624,Big Dawgs,Big Dawgs — Hanumankind X Kalmi,Hanumankind
1625,Hate Me,Hate Me — Lil Yachty & ian,Lil Yachty
1626,Lucky,Lucky — Halsey,Halsey
1627,Nel,Nel — Fuerza Regida,Fuerza Regida
1628,Linger,Linger — Royel Otis,Royel Otis
1629,Wanna Be Loved,Wanna Be Loved — The Red Clay Strays,The Red Clay Strays
1630,Guess,Guess — Charli xcx Featuring Billie Eilish,Charli xcx
1631,Field Trip,"Field Trip — ¥$: Kanye West & Ty Dolla $ign Featuring Playboi Carti, Kodak Black & Don Toliver",Kanye West
1632,Promotion,Promotion — ¥$: Kanye West & Ty Dolla $ign Featuring Future,Kanye West
1633,Dirty,Dirty — Jessie Murph With Teddy Swims,Jessie Murph
1634,"I Love You, I'm Sorry","I Love You, I'm Sorry — Gracie Abrams",Gracie Abrams
1635,Am I Okay?,Am I Okay? — Megan Moroney,Megan Moroney
1636,Fried,Fried — ¥$: Kanye West & Ty Dolla $ign,Kanye West
1637,Slide,Slide — ¥$: Kanye West & Ty Dolla $ign,Kanye West
1638,Highjack,Highjack — A$AP Rocky Featuring Jessica Pratt,A$AP Rocky
1639,My Kink Is Karma,My Kink Is Karma — Chappell Roan,Chappell Roan
1640,Liar,Liar — Jelly Roll,Jelly Roll
1641,"Love You, Miss You, Mean It","Love You, Miss You, Mean It — Luke Bryan",Luke Bryan
1642,It's Up,"It's Up — Drake, Young Thug & 21 Savage",Drake
1643,Blue Green Red,Blue Green Red — Drake,Drake
1644,Evergreen,Evergreen — Richy Mitch And The Coal Miners,Richy Mitch And The Coal Miners
1645,Why Why Why,Why Why Why — Shawn Mendes,Shawn Mendes
1646,Housekeeping Knows,Housekeeping Knows — Drake Featuring Latto,Drake
1647,Double Life,Double Life — Pharrell Williams,Pharrell Williams
1648,Big Mama,Big Mama — Latto,Latto
1649,She's Somebody's Daughter (Reimagined),She's Somebody's Daughter (Reimagined) — Drew Baldridge,Drew Baldridge
1650,Residuals,Residuals — Chris Brown,Chris Brown
1651,Die With A Smile,Die With A Smile — Lady Gaga & Bruno Mars,Lady Gaga
1652,Wrong Ones,Wrong Ones — Post Malone Featuring Tim McGraw,Post Malone
1653,Losers,Losers — Post Malone Featuring Jelly Roll,Post Malone
1654,California Sober,California Sober — Post Malone Featuring Chris Stapleton,Post Malone
1655,What Don't Belong To Me,What Don't Belong To Me — Post Malone,Post Malone
1656,Finer Things,Finer Things — Post Malone Featuring Hank Williams Jr.,Post Malone
1657,Nosedive,Nosedive — Post Malone Featuring Lainey Wilson,Post Malone
1658,Yours,Yours — Post Malone,Post Malone
1659,Have The Heart,Have The Heart — Post Malone Featuring Dolly Parton,Post Malone
1660,Goes Without Saying,Goes Without Saying — Post Malone Featuring Brad Paisley,Post Malone
1661,Missin' You Like This,Missin' You Like This — Post Malone Featuring Luke Combs,Post Malone
1662,Hide My Gun,Hide My Gun — Post Malone Featuring HARDY,Post Malone
1663,Devil I've Been,Devil I've Been — Post Malone Featuring ERNEST,Post Malone
1664,Never Love You Again,Never Love You Again — Post Malone Featuring Sierra Ferrell,Post Malone
1665,M-E-X-I-C-O,M-E-X-I-C-O — Post Malone Featuring Billy Strings,Post Malone
1666,Right About You,Right About You — Post Malone,Post Malone
1667,Pretty Slowly,Pretty Slowly — Benson Boone,Benson Boone
1668,New Woman,New Woman — LISA Featuring Rosalia,LISA
1669,Sailor Song,Sailor Song — Gigi Perez,Gigi Perez
1670,Taste,Taste — Sabrina Carpenter,Sabrina Carpenter
1671,Bed Chem,Bed Chem — Sabrina Carpenter,Sabrina Carpenter
1672,Good Graces,Good Graces — Sabrina Carpenter,Sabrina Carpenter
1673,Sharpest Tool,Sharpest Tool — Sabrina Carpenter,Sabrina Carpenter
1674,Juno,Juno — Sabrina Carpenter,Sabrina Carpenter
1675,Coincidence,Coincidence — Sabrina Carpenter,Sabrina Carpenter
1676,Slim Pickins,Slim Pickins — Sabrina Carpenter,Sabrina Carpenter
1677,Dumb & Poetic,Dumb & Poetic — Sabrina Carpenter,Sabrina Carpenter
1678,Don't Smile,Don't Smile — Sabrina Carpenter,Sabrina Carpenter
1679,Lie To Girls,Lie To Girls — Sabrina Carpenter,Sabrina Carpenter
1680,Drugs You Should Try It,Drugs You Should Try It — Travis Scott,Travis Scott
1681,No Face,No Face — Drake,Drake
1682,Circadian Rhythm,Circadian Rhythm — Drake,Drake
1683,Crazy,Crazy — LE SSERAFIM,LE SSERAFIM
1684,Tailor Swif,Tailor Swif — A$AP Rocky,A$AP Rocky
1685,Love You Again,Love You Again — Chase Matthew,Chase Matthew
1686,Young Love & Saturday Nights,Young Love & Saturday Nights — Chris Young,Chris Young
1687,Sorry Not Sorry,Sorry Not Sorry — Lil Yachty & Veeze,Lil Yachty
1688,The Emptiness Machine,The Emptiness Machine — Linkin Park,Linkin Park
1689,Neva Play,Neva Play — Megan Thee Stallion & RM,Megan Thee Stallion
1690,Dos Dias,Dos Dias — Tito Double P & Peso Pluma,Tito Double P
1691,Ruby Rosary,Ruby Rosary — A$AP Rocky Featuring J. Cole,A$AP Rocky
1692,Diet Pepsi,Diet Pepsi — Addison Rae,Addison Rae
1693,Disco,Disco — Surf Curse,Surf Curse
1694,Shake Dat Ass (Twerk Song),Shake Dat Ass (Twerk Song) — BossMan DLow,BossMan Dlow
1695,Baby I'm Back,Baby I'm Back — The Kid LAROI,The Kid LAROI
1696,Dancing In The Flames,Dancing In The Flames — The Weeknd,The Weeknd
1697,All Red,All Red — Playboi Carti,Playboi Carti
1698,It's Ok I'm Ok,It's Ok I'm Ok — Tate McRae,Tate McRae
1699,Passport Junkie,Passport Junkie — Rod Wave,Rod Wave
1700,Talk Talk,Talk Talk — Charli xcx Featuring Troye Sivan,Charli xcx
1701,Bad Dreams,Bad Dreams — Teddy Swims,Teddy Swims
1702,I Never Lie,I Never Lie — Zach Top,Zach Top
1703,Worst Way,Worst Way — Riley Green,Riley Green
1704,Teflon Don,Teflon Don — Future,Future
1705,Too Fast,Too Fast — Future,Future
1706,Lil Demon,Lil Demon — Future,Future
1707,Ski,Ski — Future,Future
1708,Plutoski,Plutoski — Future,Future
1709,Ready To Cook Up,Ready To Cook Up — Future,Future
1710,Ocean,Ocean — Future,Future
1711,South Of France,South Of France — Future,Future
1712,Brazzier,Brazzier — Future,Future
1713,Press The Button,Press The Button — Future,Future
1714,Surfing A Tsunami,Surfing A Tsunami — Future,Future
1715,MJ,MJ — Future,Future
1716,Oath,Oath — Future,Future
1717,Burning Down,Burning Down — Alex Warren,Alex Warren
1718,Una Velita,Una Velita — Bad Bunny,Bad Bunny
1719,Aye Say Gang,Aye Say Gang — Future,Future
1720,Told My,Told My — Future,Future
1721,Lost My Dog,Lost My Dog — Future,Future
1722,Made My Hoe Faint,Made My Hoe Faint — Future,Future
1723,Hollon,Hollon — GloRilla,GloRilla
1724,Timeless,Timeless — The Weeknd & Playboi Carti,The Weeknd
1725,I'm Gonna Love You,I'm Gonna Love You — Cody Johnson & Carrie Underwood,Cody Johnson
1726,Fall Fast In Love,Fall Fast In Love — Rod Wave,Rod Wave
1727,Heavy Is The Crown,Heavy Is The Crown — Linkin Park,Linkin Park
1728,Blow For Blow,Blow For Blow — Tee Grizzley & J. Cole,Tee Grizzley
1729,No One Noticed,No One Noticed — The Marias,The Marias
1730,Or What?,Or What? — NLE Choppa & 41,NLE Choppa
1731,El Lokeron,El Lokeron — Tito Double P,Tito Double P
1732,Keep Up,Keep Up — Odetari,Odetari
1733,This Is My Dirt,This Is My Dirt — Justin Moore,Justin Moore
1734,Thick Of It,Thick Of It — KSI Featuring Trippie Redd,KSI
1735,We Pray,"We Pray — Coldplay Featuring Little Simz, Burna Boy, Elyanna & TINI",Coldplay
1736,Fix What You Didn't Break,Fix What You Didn't Break — Nate Smith,Nate Smith
1737,New Drop,New Drop — Don Toliver,Don Toliver
1738,25,25 — Rod Wave,Rod Wave
1739,Whatchu Kno About Me,Whatchu Kno About Me — GloRilla & Sexyy Red,GloRilla
1740,Last Lap,Last Lap — Rod Wave,Rod Wave
1741,Sympathy Is A Knife,Sympathy Is A Knife — Charli xcx Featuring Ariana Grande,Charli xcx
1742,Federal Nightmares,Federal Nightmares — Rod Wave,Rod Wave
1743,Angel With An Attitude,Angel With An Attitude — Rod Wave,Rod Wave
1744,F**k Fame,F**k Fame — Rod Wave Featuring Lil Yachty & Lil Baby,Rod Wave
1745,Never Mind,Never Mind — Rod Wave,Rod Wave
1746,Turtle Race,Turtle Race — Rod Wave,Rod Wave
1747,Apply Pressure,Apply Pressure — Rod Wave,Rod Wave
1748,The Best,The Best — Rod Wave,Rod Wave
1749,Even Love,Even Love — Rod Wave,Rod Wave
1750,Lost In Love,Lost In Love — Rod Wave & Be Charlotte,Rod Wave
1751,Change Me,Change Me — BigXthaPlug,BigXthaPlug
1752,How I Look,How I Look — GloRilla & Megan Thee Stallion,GloRilla
1753,I Luv Her,I Luv Her — GloRilla & T-Pain,GloRilla
1754,Waited 2 Late,Waited 2 Late — Rod Wave,Rod Wave
1755,Mike,Mike — Rod Wave,Rod Wave
1756,D.A.R.E.,D.A.R.E. — Rod Wave,Rod Wave
1757,Scared Love,Scared Love — Rod Wave,Rod Wave
1758,Mantra,Mantra — Jennie,JENNIE
1759,Leave Me Alone,Leave Me Alone — BigXthaPlug,BigXthaPlug
1760,Karma,Karma — Rod Wave,Rod Wave
1761,Love Somebody,Love Somebody — Morgan Wallen,Morgan Wallen
1762,APT.,APT. — ROSE & Bruno Mars,ROSE
1763,Tu Boda,Tu Boda — Oscar Maydon & Fuerza Regida,Oscar Maydon
1764,Noid,"Noid — Tyler, The Creator","Tyler, The Creator"
1765,That's So True,That's So True — Gracie Abrams,Gracie Abrams
1766,Him All Along,Him All Along — Gunna,Gunna
1767,2AM,2AM — BigXthaPlug,BigXthaPlug
1768,Back On My BS,Back On My BS — BigXthaPlug,BigXthaPlug
1769,St. Chroma,"St. Chroma — Tyler, The Creator Featuring Daniel Caesar","Tyler, The Creator"
1770,Sticky,"Sticky — Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne","Tyler, The Creator"
1771,"Darling, I","Darling, I — Tyler, The Creator Featuring Teezo Touchdown","Tyler, The Creator"
1772,Rah Tah Tah,"Rah Tah Tah — Tyler, The Creator","Tyler, The Creator"
1773,Disease,Disease — Lady Gaga,Lady Gaga
1774,Thought I Was Dead,"Thought I Was Dead — Tyler, The Creator Featuring ScHoolboy Q & Santigold","Tyler, The Creator"
1775,Hey Jane,"Hey Jane — Tyler, The Creator","Tyler, The Creator"
1776,Judge Judy,"Judge Judy — Tyler, The Creator","Tyler, The Creator"
1777,Take Your Mask Off,"Take Your Mask Off — Tyler, The Creator Featuring Daniel Caesar & Latoiya Williams","Tyler, The Creator"
1778,Like Him,"Like Him — Tyler, The Creator Featuring Lola Young","Tyler, The Creator"
1779,I Killed You,"I Killed You — Tyler, The Creator","Tyler, The Creator"
1780,Tomorrow,"Tomorrow — Tyler, The Creator","Tyler, The Creator"
1781,Balloon,"Balloon — Tyler, The Creator Featuring Doechii","Tyler, The Creator"
1782,Heart Of A Woman,Heart Of A Woman — Summer Walker,Summer Walker
1783,I Hope You Find Your Way Home,"I Hope You Find Your Way Home — Tyler, The Creator","Tyler, The Creator"
1784,Bigger In Texas,Bigger In Texas — Megan Thee Stallion,Megan Thee Stallion
1785,No Pole,No Pole — Don Toliver,Don Toliver
1786,Chill Bae,Chill Bae — Lil Uzi Vert,Lil Uzi Vert
1787,Light Year (Practice),Light Year (Practice) — Lil Uzi Vert,Lil Uzi Vert
1788,Sao Paulo,Sao Paulo — The Weeknd & Anitta,The Weeknd
1789,We Good,We Good — Lil Uzi Vert,Lil Uzi Vert
1790,Brokey,Brokey — Latto,Latto
1791,High Road,High Road — Zach Bryan,Zach Bryan
1792,This World's A Giant,This World's A Giant — Zach Bryan,Zach Bryan
1793,Hard Fought Hallelujah,Hard Fought Hallelujah — Brandon Lake,Brandon Lake
1794,+57,"+57 — Karol G, Feid & DFZM Featuring Ovy On The Drums, J Balvin, Maluma, Ryan Castro & Blessd",Karol G
1795,For Me,For Me — Loe Shimmy & Brent Faiyaz,Loe Shimmy
1796,4x4xU,4x4xU — Lainey Wilson,Lainey Wilson
1797,I Ain't Sayin',I Ain't Sayin' — Jordan Davis,Jordan Davis
1798,The Largest,The Largest — BigXthaPlug,BigXthaPlug
1799,Criminals,Criminals — Meghan Trainor,Meghan Trainor
1800,Que Pasaria...,Que Pasaria... — Rauw Alejandro & Bad Bunny,Rauw Alejandro
1801,2 Hands,2 Hands — Tate McRae,Tate McRae
1802,Running Wild,Running Wild — JIN,Jin
1803,Insecurities,Insecurities — Lil Baby,Lil Baby
1804,Khe?,Khe? — Rauw Alejandro & Romeo Santos,Rauw Alejandro
1805,AGATS2 (Insecure),AGATS2 (Insecure) — Juice WRLD & Nicki Minaj,Juice WRLD
1806,Tu Con El,Tu Con El — Rauw Alejandro,Rauw Alejandro
1807,Good News,Good News — Shaboozey,Shaboozey
1808,Se Fue,Se Fue — Rauw Alejandro & Laura Pausini,Rauw Alejandro
1809,Revolu,Revolu — Rauw Alejandro & Feid,Rauw Alejandro
1810,Dejame Entrar,Dejame Entrar — Rauw Alejandro,Rauw Alejandro
1811,Neon Moon,Neon Moon — Brooks & Dunn With Morgan Wallen,Brooks & Dunn
1812,Squabble Up,Squabble Up — Kendrick Lamar,Kendrick Lamar
1813,TV Off,TV Off — Kendrick Lamar Featuring Lefty Gunplay,Kendrick Lamar
1814,Luther,Luther — Kendrick Lamar & SZA,Kendrick Lamar
1815,Wacced Out Murals,Wacced Out Murals — Kendrick Lamar,Kendrick Lamar
1816,Hey Now,Hey Now — Kendrick Lamar Featuring Dody6,Kendrick Lamar
1817,Reincarnated,Reincarnated — Kendrick Lamar,Kendrick Lamar
1818,Man At The Garden,Man At The Garden — Kendrick Lamar,Kendrick Lamar
1819,Dodger Blue,"Dodger Blue — Kendrick Lamar Featuring Wallie the Sensei, Siete7x & Roddy Ricch",Kendrick Lamar
1820,Peekaboo,Peekaboo — Kendrick Lamar Featuring AzChike,Kendrick Lamar
1821,Heart Pt. 6,Heart Pt. 6 — Kendrick Lamar,Kendrick Lamar
1822,GNX,"GNX — Kendrick Lamar Featuring Hitta J3, YoungThreat & Peysoh",Kendrick Lamar
1823,Gloria,Gloria — Kendrick Lamar & SZA,Kendrick Lamar
1824,Defying Gravity,Defying Gravity — Cynthia Erivo Featuring Ariana Grande,Cynthia Erivo
1825,Popular,Popular — Ariana Grande,Ariana Grande
1826,What Is This Feeling?,What Is This Feeling? — Ariana Grande & Cynthia Erivo,Ariana Grande
1827,Hello Miss Johnson,Hello Miss Johnson — Jack Harlow,Jack Harlow
1828,No One Mourns The Wicked,"No One Mourns The Wicked — Ariana Grande Featuring Andy Nyman, Courtney-Mae Briggs, Jeff Goldblum, Sharon D. Clarke & Jenna Boyd",Ariana Grande
1829,Dancing Through Life,"Dancing Through Life — Jonathan Bailey Featuring Ariana Grande, Ethan Slater, Marissa Bode & Cynthia Erivo",Jonathan Bailey
1830,The Wizard And I,The Wizard And I — Cynthia Erivo Featuring Michelle Yeoh,Cynthia Erivo
1831,I'm Not That Girl,I'm Not That Girl — Cynthia Erivo,Cynthia Erivo
1832,Ma Meilleure Ennemie,Ma Meilleure Ennemie — Stromae & Pomme,Stromae
1833,Gang Baby,Gang Baby — NLE Choppa,NLE Choppa
1834,Empty Out Your Pockets,Empty Out Your Pockets — Juice WRLD,Juice WRLD
1835,Misfit,Misfit — Juice WRLD,Juice WRLD
1836,The Party Never Ends,The Party Never Ends — Juice WRLD,Juice WRLD
1837,Christmas Magic,Christmas Magic — Laufey,Laufey
1838,Messy,Messy — Lola Young,Lola Young
1839,KTM Drip,KTM Drip — Juice WRLD,Juice WRLD
1840,Cuffed,Cuffed — Juice WRLD,Juice WRLD
1841,Winter Ahead,Winter Ahead — V With Park Hyo Shin,V
1842,El Club,El Club — Bad Bunny,Bad Bunny
1843,Rosones,Rosones — Tito Double P,Tito Double P
1844,Toxic Till The End,Toxic Till The End — ROSE,ROSE
1845,White Christmas,White Christmas — V & Bing Crosby,V
1846,Indigo,Indigo — Sam Barber Featuring Avery Anna,Sam Barber
1847,Holly Jolly Christmas,Holly Jolly Christmas — Michael Buble,Michael Buble
1848,Snowman,Snowman — Sia,Sia
1849,30 For 30,30 For 30 — SZA With Kendrick Lamar,SZA
1850,Winter Wonderland,Winter Wonderland — Darlene Love,Darlene Love
1851,You Make It Feel Like Christmas,You Make It Feel Like Christmas — Gwen Stefani Featuring Blake Shelton,Gwen Stefani
1852,BMF,BMF — SZA,SZA
1853,Drive,Drive — SZA,SZA
1854,Diamond Boy (DTM),Diamond Boy (DTM) — SZA,SZA
1855,Scorsese Baby Daddy,Scorsese Baby Daddy — SZA,SZA
1856,What Do I Do,What Do I Do — SZA,SZA
1857,No More Hiding,No More Hiding — SZA,SZA
1858,Crybaby,Crybaby — SZA,SZA
1859,Kitchen,Kitchen — SZA,SZA
1860,Another Life,Another Life — SZA,SZA
1861,Run Rudolph Run,Run Rudolph Run — Mark Ambor,Mark Ambor
1862,Love Me 4 Me,Love Me 4 Me — SZA,SZA
1863,Chill Baby,Chill Baby — SZA,SZA
1864,My Turn,My Turn — SZA,SZA
1865,Holiday Road,Holiday Road — Kesha,Kesha
1866,Santa Baby,Santa Baby — Laufey,Laufey
1867,Smile,Smile — Morgan Wallen,Morgan Wallen
1868,Loco,Loco — Neton Vega,Neton Vega
1869,Boys Back Home,Boys Back Home — Dylan Marlowe & Dylan Scott,Dylan Marlowe
1870,Nadie,Nadie — Tito Double P,Tito Double P
1871,Pitorro de Coco,Pitorro de Coco — Bad Bunny,Bad Bunny
1872,Ends Of The Earth,Ends Of The Earth — Ty Myers,Ty Myers
1873,Cowboy Songs,Cowboy Songs — George Birge,George Birge
1874,"Dum, Dumb, And Dumber","Dum, Dumb, And Dumber — Lil Baby, Young Thug & Future",Lil Baby
1875,Nuevayol,Nuevayol — Bad Bunny,Bad Bunny
1876,Baile Inolvidable,Baile Inolvidable — Bad Bunny,Bad Bunny
1877,Tweaker,Tweaker — Gelo,Gelo
1878,Voy A Llevarte Pa PR,Voy A Llevarte Pa PR — Bad Bunny,Bad Bunny
1879,DTMF,DTMF — Bad Bunny,Bad Bunny
1880,Velda,"Velda — Bad Bunny, Omar Courtz & Dei V",Bad Bunny
1881,By Myself,By Myself — Lil Baby & Rylo Rodriguez Featuring Rod Wave,Lil Baby
1882,Perfumito Nuevo,Perfumito Nuevo — Bad Bunny & RaiNao,Bad Bunny
1883,Outfit,Outfit — Lil Baby & 21 Savage,Lil Baby
1884,Stuff,Stuff — Lil Baby Featuring Travis Scott,Lil Baby
1885,Weltita,Weltita — Bad Bunny & Chuwi,Bad Bunny
1886,Redbone,Redbone — Lil Baby & GloRilla,Lil Baby
1887,EOO,EOO — Bad Bunny,Bad Bunny
1888,F U 2x,F U 2x — Lil Baby,Lil Baby
1889,Ketu Tecre,Ketu Tecre — Bad Bunny,Bad Bunny
1890,Listen Up,Listen Up — Lil Baby,Lil Baby
1891,Kloufrens,Kloufrens — Bad Bunny,Bad Bunny
1892,Bokete,Bokete — Bad Bunny,Bad Bunny
1893,I Promise,I Promise — Lil Baby,Lil Baby
1894,Due 4A Win,Due 4A Win — Lil Baby,Lil Baby
1895,So Sorry,So Sorry — Lil Baby,Lil Baby
1896,Denial Is A River,Denial Is A River — Doechii,Doechii
1897,Turista,Turista — Bad Bunny,Bad Bunny
1898,Cafe Con Ron,Cafe Con Ron — Bad Bunny & Los Pleneros de La Cresta,Bad Bunny
1899,Stiff Gang,Stiff Gang — Lil Baby,Lil Baby
1900,Lo Que Le Paso A Hawaii,Lo Que Le Paso A Hawaii — Bad Bunny,Bad Bunny
1901,La Mudanza,La Mudanza — Bad Bunny,Bad Bunny
1902,Free Promo,Free Promo — Lil Baby,Lil Baby
1903,Are You Even Real,Are You Even Real — Teddy Swims & GIVEON,Teddy Swims
1904,Bigger Houses,Bigger Houses — Dan + Shay,Dan + Shay
1905,The Days,The Days — CHRYSTAL,CHRYSTAL
1906,Forever Young,"Forever Young — David Guetta, Alphaville & Ava Max",David Guetta
1907,Headlock,Headlock — Imogen Heap,Imogen Heap
1908,Funny Papers,Funny Papers — Mac Miller,Mac Miller
1909,5 Dollar Pony Rides,5 Dollar Pony Rides — Mac Miller,Mac Miller
1910,Push 2 Start,Push 2 Start — Tyla,Tyla
1911,GBP,GBP — Central Cee Featuring 21 Savage,Central Cee
1912,DJ's Chord Organ,DJ's Chord Organ — Mac Miller Featuring SZA,Mac Miller
1913,Stoned,Stoned — Mac Miller,Mac Miller
1914,4X4,4X4 — Travis Scott,Travis Scott
1915,Fat Juicy & Wet,Fat Juicy & Wet — Sexyy Red & Bruno Mars,Sexyy Red
1916,Sports Car,Sports Car — Tate McRae,Tate McRae
1917,Haunted,Haunted — Kane Brown With Jelly Roll,Kane Brown
1918,Blue Jean Baby,Blue Jean Baby — Zach Bryan,Zach Bryan
1919,Backseat Driver,Backseat Driver — Kane Brown,Kane Brown
1920,Weren't For The Wind,Weren't For The Wind — Ella Langley,Ella Langley
1921,Me Jalo,Me Jalo — Fuerza Regida & Grupo Frontera,Fuerza Regida
1922,Mutt,Mutt — Leon Thomas,Leon Thomas
1923,I'm The Problem,I'm The Problem — Morgan Wallen,Morgan Wallen
1924,Cry For Me,Cry For Me — The Weeknd,The Weeknd
1925,Abracadabra,Abracadabra — Lady Gaga,Lady Gaga
1926,Wake Me Up,Wake Me Up — The Weeknd & Justice,The Weeknd
1927,Baptized In Fear,Baptized In Fear — The Weeknd,The Weeknd
1928,Open Hearts,Open Hearts — The Weeknd,The Weeknd
1929,Reflections Laughing,"Reflections Laughing — The Weeknd, Travis Scott & Florence + The Machine",The Weeknd
1930,Enjoy The Show,Enjoy The Show — The Weeknd & Future,The Weeknd
