artist,song_id,platform,date,release_date,subs,views,subs_keep,views_keep,t,subs_interp,views_interp
Morgan Wallen,'98 Braves — Morgan Wallen,youtube,2023-03-04,2023-03-03,1880000,445079033,True,True,1677888000000000000,1880000.0,445079033.0
Morgan Wallen,'98 Braves — Morgan Wallen,youtube,2023-03-05,2023-03-03,1880000,447843630,False,True,1677974400000000000,1883333.3333333333,447843630.0
Morgan Wallen,'98 Braves — Morgan Wallen,youtube,2023-03-06,2023-03-03,1880000,447843630,False,False,1678060800000000000,1886666.6666666667,450611959.0
Morgan Wallen,'98 Braves — Morgan Wallen,youtube,2023-03-07,2023-03-03,1890000,453380288,True,True,1678147200000000000,1890000.0,453380288.0
Morgan Wallen,'98 Braves — Morgan Wallen,youtube,2023-03-08,2023-03-03,1890000,456045233,False,True,1678233600000000000,1890000.0,456045233.0
Morgan Wallen,'98 Braves — Morgan Wallen,youtube,2023-03-09,2023-03-03,1890000,456045233,False,False,1678320000000000000,1890000.0,458531278.0
Morgan Wallen,'98 Braves — Morgan Wallen,youtube,2023-03-10,2023-03-03,1890000,461017323,False,True,1678406400000000000,1890000.0,461017323.0
Morgan Wallen,'98 Braves — Morgan Wallen,youtube,2023-03-11,2023-03-03,1890000,461621924,False,True,1678492800000000000,1890000.0,461621924.0
Morgan Wallen,'98 Braves — Morgan Wallen,youtube,2023-03-12,2023-03-03,1890000,465376648,False,True,1678579200000000000,1890000.0,465376648.0
Morgan Wallen,'98 Braves — Morgan Wallen,youtube,2023-03-13,2023-03-03,1890000,467218142,False,True,1678665600000000000,1890000.0,467218142.0
Morgan Wallen,'98 Braves — Morgan Wallen,youtube,2023-03-14,2023-03-03,1890000,469121650,False,True,1678752000000000000,1890000.0,469121650.0
Morgan Wallen,'98 Braves — Morgan Wallen,youtube,2023-03-15,2023-03-03,1890000,469121650,False,True,1678838400000000000,1890000.0,469121650.0
Morgan Wallen,'98 Braves — Morgan Wallen,youtube,2023-03-16,2023-03-03,1890000,450692676,False,False,1678924800000000000,1890000.0,459907163.0
Morgan Wallen,'98 Braves — Morgan Wallen,youtube,2023-03-17,2023-03-03,1890000,450692676,True,True,1679011200000000000,1890000.0,450692676.0
That Mexican OT,02.02.99 — That Mexican OT,youtube,2024-01-10,2024-01-09,945000,406339668,True,True,1704844800000000000,945000.0,406339668.0
That Mexican OT,02.02.99 — That Mexican OT,youtube,2024-01-11,2024-01-09,949000,406339668,True,False,1704931200000000000,949000.0,407911029.3333333
That Mexican OT,02.02.99 — That Mexican OT,youtube,2024-01-12,2024-01-09,952000,406339668,True,False,1705017600000000000,952000.0,409482390.6666667
That Mexican OT,02.02.99 — That Mexican OT,youtube,2024-01-13,2024-01-09,955000,411053752,True,True,1705104000000000000,955000.0,411053752.0
That Mexican OT,02.02.99 — That Mexican OT,youtube,2024-01-14,2024-01-09,958000,411053752,True,False,1705190400000000000,958000.0,412698650.3333333
That Mexican OT,02.02.99 — That Mexican OT,youtube,2024-01-15,2024-01-09,960000,411053752,True,False,1705276800000000000,960000.0,414343548.6666667
That Mexican OT,02.02.99 — That Mexican OT,youtube,2024-01-16,2024-01-09,963000,415988447,True,True,1705363200000000000,963000.0,415988447.0
That Mexican OT,02.02.99 — That Mexican OT,youtube,2024-01-17,2024-01-09,966000,415988447,True,False,1705449600000000000,966000.0,417505885.6666667
That Mexican OT,02.02.99 — That Mexican OT,youtube,2024-01-18,2024-01-09,969000,415988447,True,False,1705536000000000000,969000.0,419023324.3333333
That Mexican OT,02.02.99 — That Mexican OT,youtube,2024-01-19,2024-01-09,973000,420540763,True,True,1705622400000000000,973000.0,420540763.0
That Mexican OT,02.02.99 — That Mexican OT,youtube,2024-01-20,2024-01-09,977000,420540763,True,False,1705708800000000000,977000.0,423196267.5
That Mexican OT,02.02.99 — That Mexican OT,youtube,2024-01-21,2024-01-09,981000,425851772,True,True,1705795200000000000,981000.0,425851772.0
That Mexican OT,02.02.99 — That Mexican OT,youtube,2024-01-22,2024-01-09,985000,425851772,True,False,1705881600000000000,985000.0,428018095.0
That Mexican OT,02.02.99 — That Mexican OT,youtube,2024-01-23,2024-01-09,989000,430184418,True,True,1705968000000000000,989000.0,430184418.0
sombr,12 To 12 — sombr,youtube,2025-07-25,2025-07-24,419000,154866393,True,True,1753401600000000000,419000.0,154866393.0
sombr,12 To 12 — sombr,youtube,2025-07-26,2025-07-24,425000,154866393,True,False,1753488000000000000,425000.0,157369978.0
sombr,12 To 12 — sombr,youtube,2025-07-27,2025-07-24,430000,154866393,True,False,1753574400000000000,430000.0,159873563.0
sombr,12 To 12 — sombr,youtube,2025-07-28,2025-07-24,434000,162377148,True,True,1753660800000000000,434000.0,162377148.0
sombr,12 To 12 — sombr,youtube,2025-07-29,2025-07-24,438000,162377148,True,False,1753747200000000000,438000.0,163305207.0
sombr,12 To 12 — sombr,youtube,2025-07-30,2025-07-24,441000,164233266,True,True,1753833600000000000,441000.0,164233266.0
sombr,12 To 12 — sombr,youtube,2025-07-31,2025-07-24,444000,166178580,True,True,1753920000000000000,444000.0,166178580.0
sombr,12 To 12 — sombr,youtube,2025-08-01,2025-07-24,447000,168041796,True,True,1754006400000000000,447000.0,168041796.0
sombr,12 To 12 — sombr,youtube,2025-08-02,2025-07-24,451000,170712805,True,True,1754092800000000000,451000.0,170712805.0
sombr,12 To 12 — sombr,youtube,2025-08-03,2025-07-24,453000,174375767,True,True,1754179200000000000,453000.0,174375767.0
sombr,12 To 12 — sombr,youtube,2025-08-04,2025-07-24,456000,174375767,True,False,1754265600000000000,456000.0,175523525.5
sombr,12 To 12 — sombr,youtube,2025-08-05,2025-07-24,459000,176671284,True,True,1754352000000000000,459000.0,176671284.0
sombr,12 To 12 — sombr,youtube,2025-08-06,2025-07-24,462000,176671284,True,False,1754438400000000000,462000.0,178029441.5
sombr,12 To 12 — sombr,youtube,2025-08-07,2025-07-24,464000,179387599,True,True,1754524800000000000,464000.0,179387599.0
Sabrina Carpenter,15 Minutes — Sabrina Carpenter,youtube,2024-08-24,2024-08-23,8650000,2522992655,True,True,1724457600000000000,8650000.0,2522992655.0
Sabrina Carpenter,15 Minutes — Sabrina Carpenter,youtube,2024-08-25,2024-08-23,8720000,2558721263,True,True,1724544000000000000,8720000.0,2558721263.0
Sabrina Carpenter,15 Minutes — Sabrina Carpenter,youtube,2024-08-26,2024-08-23,8770000,2558721263,True,False,1724630400000000000,8770000.0,2576416100.0
Sabrina Carpenter,15 Minutes — Sabrina Carpenter,youtube,2024-08-27,2024-08-23,8820000,2594110937,True,True,1724716800000000000,8820000.0,2594110937.0
Sabrina Carpenter,15 Minutes — Sabrina Carpenter,youtube,2024-08-28,2024-08-23,8850000,2594110937,True,False,1724803200000000000,8850000.0,2609392188.0
Sabrina Carpenter,15 Minutes — Sabrina Carpenter,youtube,2024-08-29,2024-08-23,8890000,2624673439,True,True,1724889600000000000,8890000.0,2624673439.0
Sabrina Carpenter,15 Minutes — Sabrina Carpenter,youtube,2024-08-30,2024-08-23,8920000,2624673439,True,False,1724976000000000000,8920000.0,2639621136.0
Sabrina Carpenter,15 Minutes — Sabrina Carpenter,youtube,2024-08-31,2024-08-23,8950000,2654568833,True,True,1725062400000000000,8950000.0,2654568833.0
Sabrina Carpenter,15 Minutes — Sabrina Carpenter,youtube,2024-09-01,2024-08-23,8980000,2654568833,True,False,1725148800000000000,8980000.0,2666373903.3333335
Sabrina Carpenter,15 Minutes — Sabrina Carpenter,youtube,2024-09-02,2024-08-23,9000000,2654568833,True,False,1725235200000000000,9000000.0,2678178973.6666665
Sabrina Carpenter,15 Minutes — Sabrina Carpenter,youtube,2024-09-03,2024-08-23,9020000,2689984044,True,True,1725321600000000000,9020000.0,2689984044.0
Sabrina Carpenter,15 Minutes — Sabrina Carpenter,youtube,2024-09-04,2024-08-23,9030000,2689984044,True,False,1725408000000000000,9030000.0,2701674238.6666665
Sabrina Carpenter,15 Minutes — Sabrina Carpenter,youtube,2024-09-05,2024-08-23,9050000,2689984044,True,False,1725494400000000000,9050000.0,2713364433.3333335
Sabrina Carpenter,15 Minutes — Sabrina Carpenter,youtube,2024-09-06,2024-08-23,9070000,2725054628,True,True,1725580800000000000,9070000.0,2725054628.0
Beyonce,16 Carriages — Beyonce,youtube,2024-02-12,2024-02-11,26600000,18204790961,True,True,1707696000000000000,26600000.0,18204790961.0
Beyonce,16 Carriages — Beyonce,youtube,2024-02-13,2024-02-11,26700000,18204790961,True,False,1707782400000000000,26700000.0,18204790961.0
Beyonce,16 Carriages — Beyonce,youtube,2024-02-14,2024-02-11,26700000,18204790961,False,False,1707868800000000000,26700000.0,18204790961.0
Beyonce,16 Carriages — Beyonce,youtube,2024-02-15,2024-02-11,26700000,18204790961,False,False,1707955200000000000,26700000.0,18204790961.0
Beyonce,16 Carriages — Beyonce,youtube,2024-02-16,2024-02-11,26700000,18204790961,False,False,1708041600000000000,26700000.0,18204790961.0
Beyonce,16 Carriages — Beyonce,youtube,2024-02-17,2024-02-11,26700000,18204790961,False,False,1708128000000000000,26700000.0,18204790961.0
Beyonce,16 Carriages — Beyonce,youtube,2024-02-18,2024-02-11,26700000,18204790961,False,False,1708214400000000000,26700000.0,18204790961.0
Beyonce,16 Carriages — Beyonce,youtube,2024-02-19,2024-02-11,26700000,18204790961,False,False,1708300800000000000,26700000.0,18204790961.0
Beyonce,16 Carriages — Beyonce,youtube,2024-02-20,2024-02-11,26700000,18204790961,False,False,1708387200000000000,26700000.0,18204790961.0
Beyonce,16 Carriages — Beyonce,youtube,2024-02-21,2024-02-11,26700000,18204790961,False,False,1708473600000000000,26700000.0,18204790961.0
Beyonce,16 Carriages — Beyonce,youtube,2024-02-22,2024-02-11,26700000,18204790961,False,False,1708560000000000000,26700000.0,18204790961.0
Beyonce,16 Carriages — Beyonce,youtube,2024-02-23,2024-02-11,26700000,18204790961,False,False,1708646400000000000,26700000.0,18204790961.0
Beyonce,16 Carriages — Beyonce,youtube,2024-02-24,2024-02-11,26700000,18204790961,False,False,1708732800000000000,26700000.0,18204790961.0
Beyonce,16 Carriages — Beyonce,youtube,2024-02-25,2024-02-11,26700000,18204790961,True,True,1708819200000000000,26700000.0,18204790961.0
Morgan Wallen,180 (Lifestyle) — Morgan Wallen,youtube,2023-03-04,2023-03-03,1880000,445079033,True,True,1677888000000000000,1880000.0,445079033.0
Morgan Wallen,180 (Lifestyle) — Morgan Wallen,youtube,2023-03-05,2023-03-03,1880000,447843630,False,True,1677974400000000000,1883333.3333333333,447843630.0
Morgan Wallen,180 (Lifestyle) — Morgan Wallen,youtube,2023-03-06,2023-03-03,1880000,447843630,False,False,1678060800000000000,1886666.6666666667,450611959.0
Morgan Wallen,180 (Lifestyle) — Morgan Wallen,youtube,2023-03-07,2023-03-03,1890000,453380288,True,True,1678147200000000000,1890000.0,453380288.0
Morgan Wallen,180 (Lifestyle) — Morgan Wallen,youtube,2023-03-08,2023-03-03,1890000,456045233,False,True,1678233600000000000,1890000.0,456045233.0
Morgan Wallen,180 (Lifestyle) — Morgan Wallen,youtube,2023-03-09,2023-03-03,1890000,456045233,False,False,1678320000000000000,1890000.0,458531278.0
Morgan Wallen,180 (Lifestyle) — Morgan Wallen,youtube,2023-03-10,2023-03-03,1890000,461017323,False,True,1678406400000000000,1890000.0,461017323.0
Morgan Wallen,180 (Lifestyle) — Morgan Wallen,youtube,2023-03-11,2023-03-03,1890000,461621924,False,True,1678492800000000000,1890000.0,461621924.0
Morgan Wallen,180 (Lifestyle) — Morgan Wallen,youtube,2023-03-12,2023-03-03,1890000,465376648,False,True,1678579200000000000,1890000.0,465376648.0
Morgan Wallen,180 (Lifestyle) — Morgan Wallen,youtube,2023-03-13,2023-03-03,1890000,467218142,False,True,1678665600000000000,1890000.0,467218142.0
Morgan Wallen,180 (Lifestyle) — Morgan Wallen,youtube,2023-03-14,2023-03-03,1890000,469121650,False,True,1678752000000000000,1890000.0,469121650.0
Morgan Wallen,180 (Lifestyle) — Morgan Wallen,youtube,2023-03-15,2023-03-03,1890000,469121650,False,True,1678838400000000000,1890000.0,469121650.0
Morgan Wallen,180 (Lifestyle) — Morgan Wallen,youtube,2023-03-16,2023-03-03,1890000,450692676,False,False,1678924800000000000,1890000.0,459907163.0
Morgan Wallen,180 (Lifestyle) — Morgan Wallen,youtube,2023-03-17,2023-03-03,1890000,450692676,True,True,1679011200000000000,1890000.0,450692676.0
Jessie Murph,1965 — jessie murph,youtube,2025-07-17,2025-07-16,1010000,561103921,True,True,1752710400000000000,1010000.0,561103921.0
Jessie Murph,1965 — jessie murph,youtube,2025-07-18,2025-07-16,1010000,561103921,False,False,1752796800000000000,1015000.0,563966890.0
Jessie Murph,1965 — jessie murph,youtube,2025-07-19,2025-07-16,1020000,566829859,True,True,1752883200000000000,1020000.0,566829859.0
Jessie Murph,1965 — jessie murph,youtube,2025-07-20,2025-07-16,1020000,566829859,False,False,1752969600000000000,1023333.3333333334,569254359.0
Jessie Murph,1965 — jessie murph,youtube,2025-07-21,2025-07-16,1020000,566829859,False,False,1753056000000000000,1026666.6666666666,571678859.0
Jessie Murph,1965 — jessie murph,youtube,2025-07-22,2025-07-16,1030000,574103359,True,True,1753142400000000000,1030000.0,574103359.0
Jessie Murph,1965 — jessie murph,youtube,2025-07-23,2025-07-16,1030000,574103359,False,False,1753228800000000000,1033333.3333333334,577314053.5
Jessie Murph,1965 — jessie murph,youtube,2025-07-24,2025-07-16,1030000,580524748,False,True,1753315200000000000,1036666.6666666666,580524748.0
Jessie Murph,1965 — jessie murph,youtube,2025-07-25,2025-07-16,1040000,580524748,True,False,1753401600000000000,1040000.0,582551021.0
Jessie Murph,1965 — jessie murph,youtube,2025-07-26,2025-07-16,1040000,580524748,False,False,1753488000000000000,1042000.0,584577294.0
Jessie Murph,1965 — jessie murph,youtube,2025-07-27,2025-07-16,1040000,586603567,False,True,1753574400000000000,1044000.0,586603567.0
Jessie Murph,1965 — jessie murph,youtube,2025-07-28,2025-07-16,1040000,586603567,False,False,1753660800000000000,1046000.0,586603567.0
Jessie Murph,1965 — jessie murph,youtube,2025-07-29,2025-07-16,1040000,586603567,False,False,1753747200000000000,1048000.0,586603567.0
Jessie Murph,1965 — jessie murph,youtube,2025-07-30,2025-07-16,1050000,586603567,True,True,1753833600000000000,1050000.0,586603567.0
Tate McRae,2 Hands — Tate McRae,youtube,2024-11-15,2024-11-14,5650000,1941248020,True,True,1731628800000000000,5650000.0,1941248020.0
Tate McRae,2 Hands — Tate McRae,youtube,2024-11-16,2024-11-14,5650000,1941248020,False,False,1731715200000000000,5655000.0,1952313209.0
Tate McRae,2 Hands — Tate McRae,youtube,2024-11-17,2024-11-14,5660000,1963378398,True,True,1731801600000000000,5660000.0,1963378398.0
Tate McRae,2 Hands — Tate McRae,youtube,2024-11-18,2024-11-14,5660000,1963378398,False,False,1731888000000000000,5662500.0,1965403078.9
Tate McRae,2 Hands — Tate McRae,youtube,2024-11-19,2024-11-14,5660000,1963378398,False,False,1731974400000000000,5665000.0,1967427759.8
Tate McRae,2 Hands — Tate McRae,youtube,2024-11-20,2024-11-14,5660000,1963378398,False,False,1732060800000000000,5667500.0,1969452440.7
Tate McRae,2 Hands — Tate McRae,youtube,2024-11-21,2024-11-14,5670000,1963378398,True,False,1732147200000000000,5670000.0,1971477121.6
Tate McRae,2 Hands — Tate McRae,youtube,2024-11-22,2024-11-14,5670000,1963378398,False,False,1732233600000000000,5671666.666666667,1973501802.5
Tate McRae,2 Hands — Tate McRae,youtube,2024-11-23,2024-11-14,5670000,1963378398,False,False,1732320000000000000,5673333.333333333,1975526483.4
Tate McRae,2 Hands — Tate McRae,youtube,2024-11-24,2024-11-14,5670000,1963378398,False,False,1732406400000000000,5675000.0,1977551164.3
Tate McRae,2 Hands — Tate McRae,youtube,2024-11-25,2024-11-14,5670000,1963378398,False,False,1732492800000000000,5676666.666666667,1979575845.2
Tate McRae,2 Hands — Tate McRae,youtube,2024-11-26,2024-11-14,5670000,1963378398,False,False,1732579200000000000,5678333.333333333,1981600526.1
Tate McRae,2 Hands — Tate McRae,youtube,2024-11-27,2024-11-14,5680000,1983625207,True,True,1732665600000000000,5680000.0,1983625207.0
Tate McRae,2 Hands — Tate McRae,youtube,2024-11-28,2024-11-14,5680000,1983625207,True,True,1732752000000000000,5680000.0,1983625207.0
Morgan Wallen,20 Cigarettes — Morgan Wallen,youtube,2025-05-17,2025-05-16,3460000,5601195693,True,True,1747440000000000000,3460000.0,5601195693.0
Morgan Wallen,20 Cigarettes — Morgan Wallen,youtube,2025-05-18,2025-05-16,3460000,5601195693,False,False,1747526400000000000,3463333.3333333335,5615454534.0
Morgan Wallen,20 Cigarettes — Morgan Wallen,youtube,2025-05-19,2025-05-16,3460000,5601195693,False,False,1747612800000000000,3466666.6666666665,5629713375.0
Morgan Wallen,20 Cigarettes — Morgan Wallen,youtube,2025-05-20,2025-05-16,3470000,5601195693,True,False,1747699200000000000,3470000.0,5643972216.0
Morgan Wallen,20 Cigarettes — Morgan Wallen,youtube,2025-05-21,2025-05-16,3470000,5658231057,False,True,1747785600000000000,3473333.3333333335,5658231057.0
Morgan Wallen,20 Cigarettes — Morgan Wallen,youtube,2025-05-22,2025-05-16,3470000,5658231057,False,False,1747872000000000000,3476666.6666666665,5665606240.25
Morgan Wallen,20 Cigarettes — Morgan Wallen,youtube,2025-05-23,2025-05-16,3480000,5658231057,True,False,1747958400000000000,3480000.0,5672981423.5
Morgan Wallen,20 Cigarettes — Morgan Wallen,youtube,2025-05-24,2025-05-16,3480000,5658231057,False,False,1748044800000000000,3483333.3333333335,5680356606.75
Morgan Wallen,20 Cigarettes — Morgan Wallen,youtube,2025-05-25,2025-05-16,3480000,5658231057,False,False,1748131200000000000,3486666.6666666665,5687731790.0
Morgan Wallen,20 Cigarettes — Morgan Wallen,youtube,2025-05-26,2025-05-16,3490000,5658231057,True,False,1748217600000000000,3490000.0,5695106973.25
Morgan Wallen,20 Cigarettes — Morgan Wallen,youtube,2025-05-27,2025-05-16,3490000,5658231057,False,False,1748304000000000000,3493333.3333333335,5702482156.5
Morgan Wallen,20 Cigarettes — Morgan Wallen,youtube,2025-05-28,2025-05-16,3490000,5658231057,False,False,1748390400000000000,3496666.6666666665,5709857339.75
Morgan Wallen,20 Cigarettes — Morgan Wallen,youtube,2025-05-29,2025-05-16,3500000,5717232523,True,True,1748476800000000000,3500000.0,5717232523.0
Morgan Wallen,20 Cigarettes — Morgan Wallen,youtube,2025-05-30,2025-05-16,3500000,5717232523,True,True,1748563200000000000,3500000.0,5717232523.0
Rod Wave,25 — Rod Wave,youtube,2024-10-12,2024-10-11,6130000,5778858621,True,True,1728691200000000000,6130000.0,5778858621.0
Rod Wave,25 — Rod Wave,youtube,2024-10-13,2024-10-11,6130000,5778858621,False,False,1728777600000000000,6135000.0,5792641379.0
Rod Wave,25 — Rod Wave,youtube,2024-10-14,2024-10-11,6140000,5778858621,True,False,1728864000000000000,6140000.0,5806424137.0
Rod Wave,25 — Rod Wave,youtube,2024-10-15,2024-10-11,6140000,5778858621,False,False,1728950400000000000,6145000.0,5820206895.0
Rod Wave,25 — Rod Wave,youtube,2024-10-16,2024-10-11,6150000,5778858621,True,False,1729036800000000000,6150000.0,5833989653.0
Rod Wave,25 — Rod Wave,youtube,2024-10-17,2024-10-11,6150000,5778858621,False,False,1729123200000000000,6155000.0,5847772411.0
Rod Wave,25 — Rod Wave,youtube,2024-10-18,2024-10-11,6160000,5861555169,True,True,1729209600000000000,6160000.0,5861555169.0
Rod Wave,25 — Rod Wave,youtube,2024-10-19,2024-10-11,6160000,5861555169,False,False,1729296000000000000,6163333.333333333,5861555169.0
Rod Wave,25 — Rod Wave,youtube,2024-10-20,2024-10-11,6160000,5861555169,False,False,1729382400000000000,6166666.666666667,5861555169.0
Rod Wave,25 — Rod Wave,youtube,2024-10-21,2024-10-11,6170000,5861555169,True,False,1729468800000000000,6170000.0,5861555169.0
Rod Wave,25 — Rod Wave,youtube,2024-10-22,2024-10-11,6170000,5861555169,False,False,1729555200000000000,6173333.333333333,5861555169.0
Rod Wave,25 — Rod Wave,youtube,2024-10-23,2024-10-11,6170000,5861555169,False,False,1729641600000000000,6176666.666666667,5861555169.0
Rod Wave,25 — Rod Wave,youtube,2024-10-24,2024-10-11,6180000,5861555169,True,False,1729728000000000000,6180000.0,5861555169.0
Rod Wave,25 — Rod Wave,youtube,2024-10-25,2024-10-11,6180000,5861555169,True,True,1729814400000000000,6180000.0,5861555169.0
Zach Bryan,28 — Zach Bryan,youtube,2024-07-05,2024-07-04,1170000,1218849496,True,True,1720137600000000000,1170000.0,1218849496.0
Zach Bryan,28 — Zach Bryan,youtube,2024-07-06,2024-07-04,1170000,1218849496,False,False,1720224000000000000,1172500.0,1225741425.0
Zach Bryan,28 — Zach Bryan,youtube,2024-07-07,2024-07-04,1170000,1232633354,False,True,1720310400000000000,1175000.0,1232633354.0
Zach Bryan,28 — Zach Bryan,youtube,2024-07-08,2024-07-04,1170000,1232633354,False,False,1720396800000000000,1177500.0,1235509049.0
Zach Bryan,28 — Zach Bryan,youtube,2024-07-09,2024-07-04,1180000,1232633354,True,False,1720483200000000000,1180000.0,1238384744.0
Zach Bryan,28 — Zach Bryan,youtube,2024-07-10,2024-07-04,1180000,1232633354,False,False,1720569600000000000,1182000.0,1241260439.0
Zach Bryan,28 — Zach Bryan,youtube,2024-07-11,2024-07-04,1180000,1232633354,False,False,1720656000000000000,1184000.0,1244136134.0
Zach Bryan,28 — Zach Bryan,youtube,2024-07-12,2024-07-04,1180000,1247011829,False,True,1720742400000000000,1186000.0,1247011829.0
Zach Bryan,28 — Zach Bryan,youtube,2024-07-13,2024-07-04,1180000,1247011829,False,False,1720828800000000000,1188000.0,1249601200.4
Zach Bryan,28 — Zach Bryan,youtube,2024-07-14,2024-07-04,1190000,1247011829,True,False,1720915200000000000,1190000.0,1252190571.8
Zach Bryan,28 — Zach Bryan,youtube,2024-07-15,2024-07-04,1190000,1247011829,False,False,1721001600000000000,1190000.0,1254779943.2
Zach Bryan,28 — Zach Bryan,youtube,2024-07-16,2024-07-04,1190000,1247011829,False,False,1721088000000000000,1190000.0,1257369314.6
Zach Bryan,28 — Zach Bryan,youtube,2024-07-17,2024-07-04,1190000,1259958686,False,True,1721174400000000000,1190000.0,1259958686.0
Zach Bryan,28 — Zach Bryan,youtube,2024-07-18,2024-07-04,1190000,1259958686,True,True,1721260800000000000,1190000.0,1259958686.0
BigXthaPlug,2AM — BigXthaPlug,youtube,2024-10-12,2024-10-11,628000,328094387,True,True,1728691200000000000,628000.0,328094387.0
BigXthaPlug,2AM — BigXthaPlug,youtube,2024-10-13,2024-10-11,631000,332062618,True,True,1728777600000000000,631000.0,332062618.0
BigXthaPlug,2AM — BigXthaPlug,youtube,2024-10-14,2024-10-11,633000,332062618,True,False,1728864000000000000,633000.0,333902773.5
BigXthaPlug,2AM — BigXthaPlug,youtube,2024-10-15,2024-10-11,637000,335742929,True,True,1728950400000000000,637000.0,335742929.0
BigXthaPlug,2AM — BigXthaPlug,youtube,2024-10-16,2024-10-11,640000,335742929,True,False,1729036800000000000,640000.0,337956787.0
BigXthaPlug,2AM — BigXthaPlug,youtube,2024-10-17,2024-10-11,643000,340170645,True,True,1729123200000000000,643000.0,340170645.0
BigXthaPlug,2AM — BigXthaPlug,youtube,2024-10-18,2024-10-11,647000,340170645,True,False,1729209600000000000,647000.0,343030553.5
BigXthaPlug,2AM — BigXthaPlug,youtube,2024-10-19,2024-10-11,651000,345890462,True,True,1729296000000000000,651000.0,345890462.0
BigXthaPlug,2AM — BigXthaPlug,youtube,2024-10-20,2024-10-11,655000,345890462,True,False,1729382400000000000,655000.0,348492810.5
BigXthaPlug,2AM — BigXthaPlug,youtube,2024-10-21,2024-10-11,659000,351095159,True,True,1729468800000000000,659000.0,351095159.0
BigXthaPlug,2AM — BigXthaPlug,youtube,2024-10-22,2024-10-11,663000,351095159,True,False,1729555200000000000,663000.0,353523296.0
BigXthaPlug,2AM — BigXthaPlug,youtube,2024-10-23,2024-10-11,667000,355951433,True,True,1729641600000000000,667000.0,355951433.0
BigXthaPlug,2AM — BigXthaPlug,youtube,2024-10-24,2024-10-11,670000,355951433,True,False,1729728000000000000,670000.0,358498721.5
BigXthaPlug,2AM — BigXthaPlug,youtube,2024-10-25,2024-10-11,674000,361046010,True,True,1729814400000000000,674000.0,361046010.0
Tucker Wetmore,"3,2,1 — Tucker Wetmore",youtube,2025-02-22,2025-02-21,91000,75481586,True,True,1740182400000000000,91000.0,75481586.0
Tucker Wetmore,"3,2,1 — Tucker Wetmore",youtube,2025-02-23,2025-02-21,91200,75481586,True,False,1740268800000000000,91200.0,75868692.5
Tucker Wetmore,"3,2,1 — Tucker Wetmore",youtube,2025-02-24,2025-02-21,91300,76255799,True,True,1740355200000000000,91300.0,76255799.0
Tucker Wetmore,"3,2,1 — Tucker Wetmore",youtube,2025-02-25,2025-02-21,91500,76255799,True,False,1740441600000000000,91500.0,76479066.25
Tucker Wetmore,"3,2,1 — Tucker Wetmore",youtube,2025-02-26,2025-02-21,91600,76255799,True,False,1740528000000000000,91600.0,76702333.5
Tucker Wetmore,"3,2,1 — Tucker Wetmore",youtube,2025-02-27,2025-02-21,91800,76255799,True,False,1740614400000000000,91800.0,76925600.75
Tucker Wetmore,"3,2,1 — Tucker Wetmore",youtube,2025-02-28,2025-02-21,91900,77148868,True,True,1740700800000000000,91900.0,77148868.0
Tucker Wetmore,"3,2,1 — Tucker Wetmore",youtube,2025-03-01,2025-02-21,92000,77148868,True,False,1740787200000000000,92000.0,77423189.66666667
Tucker Wetmore,"3,2,1 — Tucker Wetmore",youtube,2025-03-02,2025-02-21,92200,77148868,True,False,1740873600000000000,92200.0,77697511.33333333
Tucker Wetmore,"3,2,1 — Tucker Wetmore",youtube,2025-03-03,2025-02-21,92300,77971833,True,True,1740960000000000000,92300.0,77971833.0
Tucker Wetmore,"3,2,1 — Tucker Wetmore",youtube,2025-03-04,2025-02-21,92500,77971833,True,False,1741046400000000000,92500.0,77971833.0
Tucker Wetmore,"3,2,1 — Tucker Wetmore",youtube,2025-03-05,2025-02-21,92700,77971833,True,False,1741132800000000000,92700.0,77971833.0
Tucker Wetmore,"3,2,1 — Tucker Wetmore",youtube,2025-03-06,2025-02-21,92800,77971833,True,False,1741219200000000000,92800.0,77971833.0
Tucker Wetmore,"3,2,1 — Tucker Wetmore",youtube,2025-03-07,2025-02-21,92900,77971833,True,True,1741305600000000000,92900.0,77971833.0
Kodak Black,300 Blackout — Kodak Black,youtube,2022-10-08,2022-10-07,8130000,5531227270,True,True,1665187200000000000,8130000.0,5531227270.0
Kodak Black,300 Blackout — Kodak Black,youtube,2022-10-09,2022-10-07,8130000,5532957359,False,True,1665273600000000000,8131666.666666667,5532957359.0
Kodak Black,300 Blackout — Kodak Black,youtube,2022-10-10,2022-10-07,8130000,5537406617,False,True,1665360000000000000,8133333.333333333,5537406617.0
Kodak Black,300 Blackout — Kodak Black,youtube,2022-10-11,2022-10-07,8130000,5540051678,False,True,1665446400000000000,8135000.0,5540051678.0
Kodak Black,300 Blackout — Kodak Black,youtube,2022-10-12,2022-10-07,8130000,5541725314,False,True,1665532800000000000,8136666.666666667,5541725314.0
Kodak Black,300 Blackout — Kodak Black,youtube,2022-10-13,2022-10-07,8130000,5545405945,False,True,1665619200000000000,8138333.333333333,5545405945.0
Kodak Black,300 Blackout — Kodak Black,youtube,2022-10-14,2022-10-07,8140000,5548048236,True,True,1665705600000000000,8140000.0,5548048236.0
Kodak Black,300 Blackout — Kodak Black,youtube,2022-10-15,2022-10-07,8140000,5551231817,False,True,1665792000000000000,8141428.571428572,5551231817.0
