,date,artist,song_id,platform,release_date,followers,following,uploads,likes,was_inserted,tt_followers_diff_12m,tt_followers_diff_6m,tt_followers_diff_3m,tt_followers_diff_1m,tt_likes_diff_12m,tt_likes_diff_6m,tt_likes_diff_3m,tt_likes_diff_1m,tt_followers_diff_daily,tt_likes_diff_daily,tt_uploads_diff_daily
8919,2024-11-30,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5154.0,1802.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8920,2024-12-01,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5154.0,1802.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8921,2024-12-02,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5155.0,1802.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8922,2024-12-03,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5155.0,1803.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,1.0
8923,2024-12-04,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5157.0,1803.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8924,2024-12-05,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5158.0,1803.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8925,2024-12-06,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5161.0,1804.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,1.0
8926,2024-12-07,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,0.0,1804.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8927,2024-12-08,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5162.0,1805.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,1.0
8928,2024-12-09,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5162.0,1805.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8929,2024-12-10,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5162.0,1805.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8930,2024-12-11,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5162.0,1805.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8931,2024-12-12,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5162.0,1805.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8932,2024-12-13,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5163.0,1805.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8933,2024-12-14,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5163.0,1805.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8934,2024-12-15,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5164.0,1805.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8935,2024-12-16,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5163.0,1805.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8936,2024-12-17,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5163.0,1805.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8937,2024-12-18,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5163.0,1805.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8938,2024-12-19,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5163.0,1806.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,1.0
8939,2024-12-20,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5163.0,1806.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8940,2024-12-21,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5163.0,1806.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8941,2024-12-22,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5163.0,1806.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8942,2024-12-23,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5164.0,1806.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8943,2024-12-24,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5164.0,1806.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8944,2024-12-25,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5164.0,1806.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8945,2024-12-26,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5164.0,1806.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8946,2024-12-27,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5164.0,1806.0,1000000000.0,False,,,100000.0,100000.0,,,0.0,0.0,0.0,0.0,0.0
8947,2024-12-28,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5164.0,1806.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,0.0
8948,2024-12-29,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5165.0,1806.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,0.0
8949,2024-12-30,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5165.0,1806.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,0.0
8950,2024-12-31,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5165.0,1806.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,0.0
8951,2025-01-01,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5166.0,1806.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,0.0
8952,2025-01-02,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5167.0,1806.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,0.0
8953,2025-01-03,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5168.0,1805.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,-1.0
8954,2025-01-04,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5168.0,1805.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,0.0
8955,2025-01-05,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5168.0,1805.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,0.0
8956,2025-01-06,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5168.0,1805.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,0.0
8957,2025-01-07,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5168.0,1807.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,2.0
8958,2025-01-08,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5170.0,1808.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,1.0
8959,2025-01-09,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5170.0,1809.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,1.0
8960,2025-01-10,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5171.0,1810.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,1.0
8961,2025-01-11,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5171.0,1811.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,1.0
8962,2025-01-12,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5173.0,1811.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,0.0
8963,2025-01-13,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5173.0,1811.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,0.0
8964,2025-01-14,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5173.0,1812.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,1.0
8965,2025-01-15,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5175.0,1813.0,1000000000.0,False,,,100000.0,0.0,,,0.0,0.0,0.0,0.0,1.0
8966,2025-01-16,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5175.0,1813.0,1000000000.0,False,,100000.0,100000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
8967,2025-01-17,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5177.0,1813.0,1000000000.0,False,,100000.0,100000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
8968,2025-01-18,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5176.0,1814.0,1000000000.0,False,,100000.0,100000.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
8969,2025-01-19,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5176.0,1815.0,1000000000.0,False,,100000.0,100000.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
8970,2025-01-20,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5178.0,1815.0,1000000000.0,False,,100000.0,100000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
8971,2025-01-21,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5178.0,1815.0,1000000000.0,False,,100000.0,100000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
8972,2025-01-22,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5180.0,1815.0,1000000000.0,False,,100000.0,100000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
8973,2025-01-23,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16400000.0,5181.0,1816.0,1000000000.0,False,,100000.0,100000.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
8974,2025-01-24,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5185.0,1816.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,100000.0,0.0,0.0
8975,2025-01-25,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5186.0,1817.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,1.0
8976,2025-01-26,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5186.0,1817.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
8977,2025-01-27,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5186.0,1817.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
8978,2025-01-28,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5187.0,1817.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
8979,2025-01-29,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5188.0,1817.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
8980,2025-01-30,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5188.0,1818.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,1.0
8981,2025-01-31,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5191.0,1819.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,1.0
8982,2025-02-01,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5191.0,1820.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,1.0
8983,2025-02-02,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5192.0,1821.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,1.0
8984,2025-02-03,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5195.0,1821.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
8985,2025-02-04,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5195.0,1821.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
8986,2025-02-05,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5195.0,1821.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
8987,2025-02-06,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5195.0,1822.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,1.0
8988,2025-02-07,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5195.0,1824.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,2.0
8989,2025-02-08,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5195.0,1825.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,1.0
8990,2025-02-09,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5195.0,1825.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
8991,2025-02-10,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5195.0,1826.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,1.0
8992,2025-02-11,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5197.0,1827.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,1.0
8993,2025-02-12,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16500000.0,5198.0,1827.0,1000000000.0,False,,200000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
8994,2025-02-13,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5198.0,1827.0,1000000000.0,False,,300000.0,300000.0,200000.0,,0.0,0.0,0.0,100000.0,0.0,0.0
8995,2025-02-14,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5199.0,1829.0,1000000000.0,False,,300000.0,300000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,2.0
8996,2025-02-15,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5201.0,1828.0,1000000000.0,False,,300000.0,300000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,-1.0
8997,2025-02-16,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5201.0,1829.0,1000000000.0,False,,300000.0,300000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,1.0
8998,2025-02-17,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5202.0,1829.0,1000000000.0,False,,300000.0,300000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,0.0
8999,2025-02-18,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5202.0,1830.0,1000000000.0,False,,300000.0,300000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,1.0
9000,2025-02-19,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5203.0,1830.0,1000000000.0,False,,300000.0,300000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9001,2025-02-20,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5203.0,1830.0,1000000000.0,False,,300000.0,300000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9002,2025-02-21,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5203.0,1830.0,1000000000.0,False,,300000.0,300000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9003,2025-02-22,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5204.0,1831.0,1000000000.0,False,,300000.0,300000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,1.0
9004,2025-02-23,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5204.0,1831.0,1000000000.0,False,,300000.0,300000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9005,2025-02-24,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5206.0,1831.0,1000000000.0,False,,300000.0,300000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9006,2025-02-25,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5206.0,1831.0,1000000000.0,False,,300000.0,300000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9007,2025-02-26,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5206.0,1831.0,1000000000.0,False,,300000.0,300000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9008,2025-02-27,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5206.0,1831.0,1000000000.0,False,,300000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9009,2025-02-28,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5206.0,1831.0,1000000000.0,False,,300000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9010,2025-03-01,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5205.0,1831.0,1000000000.0,False,,300000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9011,2025-03-02,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5205.0,1832.0,1000000000.0,False,,300000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,1.0
9012,2025-03-03,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5204.0,1832.0,1000000000.0,False,,300000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9013,2025-03-04,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5204.0,1832.0,1000000000.0,False,,300000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9014,2025-03-05,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16600000.0,5204.0,1832.0,1000000000.0,False,,300000.0,200000.0,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9015,2025-03-06,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16700000.0,5204.0,1833.0,1000000000.0,False,,400000.0,300000.0,200000.0,,0.0,0.0,0.0,100000.0,0.0,1.0
9016,2025-03-07,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16700000.0,5205.0,1832.0,1000000000.0,False,,400000.0,300000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,-1.0
9017,2025-03-08,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16700000.0,5207.0,1832.0,1000000000.0,False,,400000.0,300000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9018,2025-03-09,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16700000.0,5208.0,1832.0,1000000000.0,False,,400000.0,300000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9019,2025-03-10,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16700000.0,5209.0,1832.0,1000000000.0,False,,400000.0,300000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9020,2025-03-11,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16700000.0,5209.0,1833.0,1000000000.0,False,,400000.0,300000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,1.0
9021,2025-03-12,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16700000.0,5209.0,1833.0,1000000000.0,False,,400000.0,300000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9022,2025-03-13,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16700000.0,5209.0,1833.0,1000000000.0,False,,400000.0,300000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9023,2025-03-14,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16800000.0,5209.0,1833.0,1000000000.0,False,,500000.0,400000.0,300000.0,,0.0,0.0,0.0,100000.0,0.0,0.0
9024,2025-03-15,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16800000.0,5209.0,1833.0,1000000000.0,False,,500000.0,400000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9025,2025-03-16,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16800000.0,5212.0,1833.0,1000000000.0,False,,500000.0,400000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9026,2025-03-17,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16800000.0,5213.0,1833.0,1000000000.0,False,,500000.0,400000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9027,2025-03-18,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16800000.0,5213.0,1834.0,1000000000.0,False,,500000.0,400000.0,200000.0,,0.0,0.0,0.0,0.0,0.0,1.0
9028,2025-03-19,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16900000.0,5214.0,1834.0,1000000000.0,False,,600000.0,500000.0,300000.0,,0.0,0.0,0.0,100000.0,0.0,0.0
9029,2025-03-20,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16900000.0,5215.0,1833.0,1000000000.0,False,,600000.0,500000.0,300000.0,,0.0,0.0,0.0,0.0,0.0,-1.0
9030,2025-03-21,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16900000.0,5217.0,1834.0,1000000000.0,False,,600000.0,500000.0,300000.0,,0.0,0.0,0.0,0.0,0.0,1.0
9031,2025-03-22,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16900000.0,5217.0,1833.0,1000000000.0,False,,600000.0,500000.0,300000.0,,0.0,0.0,0.0,0.0,0.0,-1.0
9032,2025-03-23,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,16900000.0,5218.0,1833.0,1000000000.0,False,,600000.0,500000.0,300000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9033,2025-03-24,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,17000000.0,5219.0,1833.0,1000000000.0,False,,700000.0,600000.0,400000.0,,0.0,0.0,0.0,100000.0,0.0,0.0
9034,2025-03-25,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,17000000.0,5219.0,1832.0,1000000000.0,False,,700000.0,600000.0,400000.0,,0.0,0.0,0.0,0.0,0.0,-1.0
9035,2025-03-26,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,17000000.0,5219.0,1832.0,1000000000.0,False,,700000.0,600000.0,400000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9036,2025-03-27,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,17000000.0,5219.0,1832.0,1000000000.0,False,,700000.0,600000.0,400000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9037,2025-03-28,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,17100000.0,5219.0,1831.0,1000000000.0,False,,800000.0,700000.0,500000.0,,0.0,0.0,0.0,100000.0,0.0,-1.0
9038,2025-03-29,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,17100000.0,5221.0,1830.0,1000000000.0,False,,800000.0,700000.0,500000.0,,0.0,0.0,0.0,0.0,0.0,-1.0
9039,2025-03-30,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,17100000.0,5221.0,1830.0,1000000000.0,False,,800000.0,700000.0,500000.0,,0.0,0.0,0.0,0.0,0.0,0.0
9040,2025-03-31,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,17100000.0,5221.0,1830.0,1100000000.0,False,,800000.0,700000.0,500000.0,,100000000.0,100000000.0,100000000.0,0.0,100000000.0,0.0
9041,2025-04-01,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,17100000.0,5221.0,1830.0,1100000000.0,False,,800000.0,700000.0,500000.0,,100000000.0,100000000.0,100000000.0,0.0,0.0,0.0
9042,2025-04-02,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,17200000.0,5221.0,1830.0,1100000000.0,False,,900000.0,800000.0,600000.0,,100000000.0,100000000.0,100000000.0,100000.0,0.0,0.0
9043,2025-04-03,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,17200000.0,5220.0,1831.0,1100000000.0,False,,900000.0,800000.0,600000.0,,100000000.0,100000000.0,100000000.0,0.0,0.0,1.0
9044,2025-04-04,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,17200000.0,5220.0,1831.0,1100000000.0,False,,900000.0,800000.0,600000.0,,100000000.0,100000000.0,100000000.0,0.0,0.0,0.0
9045,2025-04-05,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,17300000.0,5221.0,1830.0,1100000000.0,False,,1000000.0,900000.0,600000.0,,100000000.0,100000000.0,100000000.0,100000.0,0.0,-1.0
9046,2025-04-06,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,17300000.0,5222.0,1830.0,1100000000.0,False,,1000000.0,900000.0,600000.0,,100000000.0,100000000.0,100000000.0,0.0,0.0,0.0
9047,2025-04-07,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,17300000.0,5222.0,1830.0,1100000000.0,False,,1000000.0,900000.0,600000.0,,100000000.0,100000000.0,100000000.0,0.0,0.0,0.0
9048,2025-04-08,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,17300000.0,5223.0,1829.0,1100000000.0,False,,1000000.0,900000.0,600000.0,,100000000.0,100000000.0,100000000.0,0.0,0.0,-1.0
9049,2025-04-09,Alex Warren,Eternity — Alex Warren,tiktok,2025-07-18,17400000.0,5223.0,1829.0,1100000000.0,False,,1100000.0,1000000.0,700000.0,,100000000.0,100000000.0,100000000.0,100000.0,0.0,0.0
