,song_id,main_artist,main_artist_ig,main_artist_yt,main_artist_tt
590,"Trance — Metro Boomin, Travis Scott & Young Thug",Metro Boomin,metroboomin,@metroboomin,metroboomin
591,Metro Spider — Metro Boomin & Young Thug,Metro Boomin,metroboomin,@metroboomin,metroboomin
592,On Time — Metro Boomin & John Legend,Metro Boomin,metroboomin,@metroboomin,metroboomin
593,Tennessee Fan — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
594,Walk Em Down (Don't Kill Civilians) — Metro Boomin & 21 Savage Featuring Mustafa,Metro Boomin,metroboomin,@metroboomin,metroboomin
595,Around Me — Metro Boomin Featuring Don Toliver,Metro Boomin,metroboomin,@metroboomin,metroboomin
596,I Can't Save You (Interlude) — Metro Boomin & Future Featuring Don Toliver,Metro Boomin,metroboomin,@metroboomin,metroboomin
597,Days That End In Why — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
598,Feel The Fiyaaaah — Metro Boomin & A$AP Rocky Featuring Takeoff,Metro Boomin,metroboomin,@metroboomin,metroboomin
599,All The Money — Metro Boomin & Gunna,Metro Boomin,metroboomin,@metroboomin,metroboomin
600,La Jumpa — Arcangel & Bad Bunny,Arcangel,arcangel,@Arcangel,arcangel
601,"Lock On Me — Metro Boomin, Travis Scott & Future",Metro Boomin,metroboomin,@metroboomin,metroboomin
602,Wild Flower — RM With Youjeen,RM,rkive,,
603,"Santa, Can't You Hear Me — Kelly Clarkson & Ariana Grande",Kelly Clarkson,kellyclarkson,@kellyclarkson,kellyclarksonshow
604,Blue Christmas — Kane Brown,Kane Brown,kanebrown,@KaneBrown,kanebrown
605,Escapism — RAYE Featuring 070 Shake,RAYE,raye,@RAYEofficial,raye
606,Kill Bill — SZA,SZA,sza,@sza,sza
607,Nobody Gets Me — SZA,SZA,sza,@sza,sza
608,Blind — SZA,SZA,sza,@sza,sza
609,Low — SZA,SZA,sza,@sza,sza
610,Love Language — SZA,SZA,sza,@sza,sza
611,Seek & Destroy — SZA,SZA,sza,@sza,sza
612,Snooze — SZA,SZA,sza,@sza,sza
613,Used — SZA Featuring Don Toliver,SZA,sza,@sza,sza
614,SOS — SZA,SZA,sza,@sza,sza
615,Special — SZA,SZA,sza,@sza,sza
616,Ghost In The Machine — SZA Featuring Phoebe Bridgers,SZA,sza,@sza,sza
617,Gone Girl — SZA,SZA,sza,@sza,sza
618,Notice Me — SZA,SZA,sza,@sza,sza
619,Smoking On My Ex Pack — SZA,SZA,sza,@sza,sza
620,Open Arms — SZA Featuring Travis Scott,SZA,sza,@sza,sza
621,F2F — SZA,SZA,sza,@sza,sza
622,Conceited — SZA,SZA,sza,@sza,sza
623,Far — SZA,SZA,sza,@sza,sza
624,Too Late — SZA,SZA,sza,@sza,sza
625,Forgiveless — SZA Featuring Ol' Dirty Bastard,SZA,sza,@sza,sza
626,Water (Drowning Pt. 2) — A Boogie Wit da Hoodie Featuring Kodak Black,A Boogie Wit da Hoodie,aboogievsartist,@ABoogieWitdaHoodie,artisthbtl
627,Face 2 Face — Juice WRLD,Juice WRLD,juicewrld999,@JuiceWRLD,juicewrld999
628,Kid On Christmas — Pentatonix Featuring Meghan Trainor,Pentatonix,ptxofficial,@PTXofficial,pentatonix
629,Gato de Noche — Nengo Flow & Bad Bunny,Nengo Flow,nengoflowofficial,@nengoflow,nengoflow.official
630,Que Vuelvas — Carin Leon X Grupo Frontera,Carin Leon,carinleonoficial,@carinleonoficial,carinleonoficial
631,Bebe Dame — Fuerza Regida X Grupo Frontera,Fuerza Regida,fuerzaregida,@FUERZAREGIDA,fuerzaregida
632,Bloody Mary — Lady Gaga,Lady Gaga,ladygaga,@LadyGaga,ladygaga
633,Handle On You — Parker McCollum,Parker McCollum,parkermccollum,@ParkerMcCollum,parkermccollum
634,The Color Violet — Tory Lanez,Tory Lanez,torylanez,@torylanez,torylanez
635,Here With Me — d4vd,d4vd,d4vddd,@d4vd,d4vdd
636,Shut Up My Moms Calling — Hotel Ugly,Hotel Ugly,hotelugly,@HotelUgly,hotel_ugly
637,Players — Coi Leray,Coi Leray,coileray,@coileray,coileray
638,Black — YoungBoy Never Broke Again,YoungBoy Never Broke Again,nba_youngboy,@NbaYoungBoy,nbayoungboy
639,Ditto — NewJeans,NewJeans,newjeans_official,@NewJeans_official,newjeans_official
640,That's What Tequila Does — Jason Aldean,Jason Aldean,jasonaldean,@JasonAldean,jasonaldeanmusic
641,You Didn't — Brett Young,Brett Young,brettyoungmusic,@BrettYoungMusic,brettyoungmusic
642,Flowers — Miley Cyrus,Miley Cyrus,mileycyrus,@MileyCyrus,mileycyrus
643,"Bzrp Music Sessions, Vol. 53 — Bizarrap & Shakira",Bizarrap,bizarrap,@Bizarrap,bizarrap
644,On Wat U On — Moneybagg Yo x GloRilla,Moneybagg Yo,moneybaggyo,@MoneyBaggYoOfficial,moneybaggyo
645,Nonsense — Sabrina Carpenter,Sabrina Carpenter,sabrinacarpenter,@sabrinacarpenter,sabrinacarpenter
646,Vibe — TAEYANG Featuring Jimin,TAEYANG,__youngbae__,@TAEYANG_OFFICIAL,taeyang
647,OMG — NewJeans,NewJeans,newjeans_official,@NewJeans_official,newjeans_official
648,Human — Cody Johnson,Cody Johnson,codyjohnson,@CodyJohnson,cojonation
649,Heart To Heart — Mac DeMarco,Mac DeMarco,macsrecordlabel,@macdemarco,
650,King Snipe — Gucci Mane & Kodak Black,Gucci Mane,laflare1017,@guccimane,icedaddy1017
651,Knight Crawler — Trippie Redd & Juice WRLD,Trippie Redd,trippieredd,@trippieredd5093,trippieatplay
652,Red — HARDY Featuring Morgan Wallen,HARDY,hardy,@HARDYmusic,hardy
653,10:35 — Tiesto Featuring Tate McRae,Tiesto,tiesto,@tiesto,tiesto
654,I Wish You Roses — Kali Uchis,Kali Uchis,kaliuchis,@KALIUCHIS,kaliuchis
655,Gangsta Boo — Ice Spice & Lil Tjay,Ice Spice,icespice,@IceSpice,icespicee
656,Moonlight Sunrise — TWICE,TWICE,twicetagram,@TWICE,twice_tiktok_official
657,"Fully Loaded — Trippie Redd, Future & Lil Baby",Trippie Redd,trippieredd,@trippieredd5093,trippieatplay
658,Krzy Train — Trippie Redd & Travis Scott,Trippie Redd,trippieredd,@trippieredd5093,trippieatplay
659,Next Thing You Know — Jordan Davis,Jordan Davis,jordandavisofficial,@jordandavisofficial,jordandavismusic
660,"AMG — Gabito Ballesteros, Peso Pluma & Natanael Cano",Gabito Ballesteros,gabitoballesteros,@gabitoballesteros_,gabitoballesteros
661,Do It Again — NLE Choppa & 2Rare,NLE Choppa,thegreatnle,@NLECHOPPA,nlethegreat1
662,Back End — Finesse2Tymes,Finesse2Tymes,1finesse2tymes,@finesse2tymes1,1finesse2tymes1
663,Spit In My Face! — ThxSoMch,ThxSoMch,thxsomch,@thxsomchh,thxsomch
664,Last Night — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
665,Love Again — The Kid LAROI,The Kid LAROI,thekidlaroi,@TheKidLAROI,thekidlaroi
666,Dawns — Zach Bryan Featuring Maggie Rogers,Zach Bryan,zachlanebryan,@zachbryan1067,zachlanebryan
667,I Wrote The Book — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
668,Everything I Love — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
669,Growin' Up And Gettin' Old — Luke Combs,Luke Combs,lukecombs,@lukecombs,lukecombs
670,I'm Not Here To Make Friends — Sam Smith,Sam Smith,samsmith,@samsmith,samsmith
671,The Black Seminole. — Lil Yachty,Lil Yachty,lilyachty,@lilyachty,lilyachty
672,Fin de Semana — Junior H X Oscar Maydon,Junior H,juniorh,@JuniorH_Oficial,
673,Hey Mor — Ozuna Featuring Feid,Ozuna,ozuna,@Ozuna,ozuna
674,Never Gonna Not Dance Again — P!nk,P!nk,pink,@PinkVideoVault,pinkofficial
675,Dancin' In The Country — Tyler Hubbard,Tyler Hubbard,tylerhubbard,@TylerHubbardOfficial,tylerhubbard
676,"Boy's A Liar, Pt. 2 — PinkPantheress & Ice Spice",PinkPantheress,pinkpantheress,@Pinkpantheress,pinkpantheress
677,X Si Volvemos — Karol G x Romeo Santos,Karol G,karolg,@KarolG,karolg
678,PRC — Peso Pluma X Natanael Cano,Peso Pluma,pesopluma,@pesopluma_oficial,therealpesopluma
679,Watch The World Burn — Falling In Reverse,Falling In Reverse,fallinginreverse,,fallinginreverse
680,In Ha Mood — Ice Spice,Ice Spice,icespice,@IceSpice,icespicee
681,Yandel 150 — Yandel & Feid,Yandel,yandel,@yandel,yandel
682,Love You Anyway — Luke Combs,Luke Combs,lukecombs,@lukecombs,lukecombs
683,Lost — Linkin Park,Linkin Park,linkinpark,@LinkinPark,linkinpark
684,Special — Lizzo Featuring SZA,Lizzo,lizzobeeating,@Lizzo,lizzo
685,Fix'n To Break — Bailey Zimmerman,Bailey Zimmerman,bailey.zimmerman,@BaileyZimmerman,bailey.zimmerman
686,Painting Pictures — Superstar Pride,Superstar Pride,superstarpride,@SuperstarPrideTV,superstarpride
687,Hope — NF,NF,nfrealmusic,@NFrealmusic,nfrealmusic
688,Favorite Song — Toosii,Toosii,toosii,@Toosii2x,toosii
689,Watch This (ARIZONATEARS Pluggnb Remix) — Lil Uzi Vert,Lil Uzi Vert,liluzivert,@LILUZIVERT,liluzivert
690,Heaven — Niall Horan,Niall Horan,niallhoran,@NiallHoran,niallhoran
691,No Time Wasted — Polo G & Future,Polo G,polo.capalot,@polog,pologofficial
692,Ceilings — Lizzy McAlpine,Lizzy McAlpine,lizzymcalpine,@LizzyMcAlpine,lizzymcalpine
693,Lottery — Latto Featuring LU KALA,Latto,latto,@Latto777,latto777
694,Trustfall — P!nk,P!nk,pink,@PinkVideoVault,pinkofficial
695,Slut Me Out — NLE Choppa,NLE Choppa,thegreatnle,@NLECHOPPA,nlethegreat1
696,Gold — Dierks Bentley,Dierks Bentley,dierksbentley,@dierksbentley,dierksbentley
697,TQG — Karol G x Shakira,Karol G,karolg,@KarolG,karolg
698,Kant Nobody — Lil Wayne Featuring DMX,Lil Wayne,liltunechi,@lilwayne,lilwayne
699,Mientras Me Curo del Cora — Karol G,Karol G,karolg,@KarolG,karolg
700,Gucci Los Panos — Karol G,Karol G,karolg,@KarolG,karolg
701,Private Landing — Don Toliver Featuring Justin Bieber & Future,Don Toliver,dontoliver,@dontolivermusic,dontolivermusic
702,Tus Gafitas — Karol G,Karol G,karolg,@KarolG,karolg
703,No More Talk — Yeat,Yeat,yeat,@yeatmusic3280,
704,Split — Yeat,Yeat,yeat,@yeatmusic3280,
705,Cairo — Karol G & Ovy On The Drums,Karol G,karolg,@KarolG,karolg
706,Shmunk — Yeat Featuring YoungBoy Never Broke Again,Yeat,yeat,@yeatmusic3280,
707,Pero Tu — Karol G & Quevedo,Karol G,karolg,@KarolG,karolg
708,Dirt — Key Glock,Key Glock,keyglock,@Gli5ock,keyglockreal
709,Joe — Luke Combs,Luke Combs,lukecombs,@lukecombs,lukecombs
710,"Ojos Ferrari — Karol G, Justin Quiles & Angel Dior",Karol G,karolg,@KarolG,karolg
711,Besties — Karol G,Karol G,karolg,@KarolG,karolg
712,Manana Sera Bonito — Karol G & Carla Morrison,Karol G,karolg,@KarolG,karolg
713,Die 4 Me — Halsey,Halsey,iamhalsey,@halsey,halsey
714,Thinkin' Bout Me — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
715,Ain't That Some — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
716,Red Ruby Da Sleeze — Nicki Minaj,Nicki Minaj,nickiminaj,@nickiminaj,nickiminaj
717,Man Made A Bar — Morgan Wallen Featuring Eric Church,Morgan Wallen,morganwallen,@morganwallen,morganwallen
718,'98 Braves — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
719,Devil Don't Know — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
720,Sunrise — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
721,Born With A Beer In My Hand — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
722,Whiskey Friends — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
723,Tennessee Numbers — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
724,Cowgirls — Morgan Wallen Featuring ERNEST,Morgan Wallen,morganwallen,@morganwallen,morganwallen
725,Hope That's True — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
726,Dying Man — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
727,Keith Whitley — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
728,In The Bible — Morgan Wallen Featuring HARDY,Morgan Wallen,morganwallen,@morganwallen,morganwallen
729,Neon Star (Country Boy Lullaby) — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
730,Me + All Your Reasons — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
731,I Deserve A Drink — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
732,F150-50 — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
733,Single Than She Was — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
734,Wine Into Water — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
735,On The Street — j-hope With J. Cole,j-hope,uarmyhope,,iamurhope
736,180 (Lifestyle) — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
737,Last Drive Down Main — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
738,Good Girl Gone Missin' — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
739,Me To Me — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
740,Money On Me — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
741,Had It — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
742,Outlook — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
743,River — Miley Cyrus,Miley Cyrus,mileycyrus,@MileyCyrus,mileycyrus
744,Jaded — Miley Cyrus,Miley Cyrus,mileycyrus,@MileyCyrus,mileycyrus
745,Thousand Miles — Miley Cyrus Featuring Brandi Carlile,Miley Cyrus,mileycyrus,@MileyCyrus,mileycyrus
746,Rose Colored Lenses — Miley Cyrus,Miley Cyrus,mileycyrus,@MileyCyrus,mileycyrus
747,Por Las Noches — Peso Pluma,Peso Pluma,pesopluma,@pesopluma_oficial,therealpesopluma
748,All Of The Girls You Loved Before — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
749,Ella Baila Sola — Eslabon Armado X Peso Pluma,Eslabon Armado,eslabonarmadooficial,@EslabonArmado,eslabonarmadooficial
750,"Set Me Free, Pt. 2 — Jimin",Jimin,j.m,,
751,5 Leaf Clover — Luke Combs,Luke Combs,lukecombs,@lukecombs,lukecombs
752,Eat Your Young — Hozier,Hozier,hozier,@hozier,hozierofficial
753,La Bebe — Yng Lvcas x Peso Pluma,Yng Lvcas,yng_lvcas,@Yng_lvcas,ynglvcas
754,El Gordo Trae El Mando — Chino Pacas,Chino Pacas,chinito_pacas,@ChinoPacas_,chinito_pacass
755,Coco Chanel — Eladio Carrion & Bad Bunny,Eladio Carrion,eladiocarrion,@EladioCarrion,eladiocarrioneldelah
756,ICU — Coco Jones,Coco Jones,cocojones,@cocojones,cocojones
757,Moonlight — Kali Uchis,Kali Uchis,kaliuchis,@KALIUCHIS,kaliuchis
758,Death — Melanie Martinez,Melanie Martinez,littlebodybigheart,@MelanieMartinez,littlebodybigheart
759,Nasty — Russ,Russ,russ,@russ,russ
760,Cupid — Fifty Fifty,Fifty Fifty,we_fiftyfifty,@WE_FIFTYFIFTY,we_fiftyfifty
761,Like Crazy — Jimin,Jimin,j.m,,
762,Eyes Closed — Ed Sheeran,Ed Sheeran,teddysphotos,@EdSheeran,edsheeran
763,Fast Car — Luke Combs,Luke Combs,lukecombs,@lukecombs,lukecombs
764,Beso — Rosalia & Rauw Alejandro,Rosalia,rosalia.vt,@rosalia,rosalia
765,Don't Play With It — Lola Brooke X Latto X Yung Miami Or Featuring Billy B,Lola Brooke,lola.brooke,@LolaBrooke718,lolabrooke5
766,"Dogtooth — Tyler, The Creator","Tyler, The Creator",feliciathegoat,@TylerTheCreator,
767,The Light — Juice WRLD,Juice WRLD,juicewrld999,@JuiceWRLD,juicewrld999
768,Ch y La Pizza — Fuerza Regida X Natanael Cano,Fuerza Regida,fuerzaregida,@FUERZAREGIDA,fuerzaregida
769,Memory Lane — Old Dominion,Old Dominion,olddominionmusic,@OldDominionMusic,olddominionband
770,Fight The Feeling — Rod Wave,Rod Wave,rodwave,@RodWaveOfficial,rodwave
771,"Sorry Not Sorry — Tyler, The Creator","Tyler, The Creator",feliciathegoat,@TylerTheCreator,
772,Void — Melanie Martinez,Melanie Martinez,littlebodybigheart,@MelanieMartinez,littlebodybigheart
773,Need A Favor — Jelly Roll,Jelly Roll,jellyroll615,@JellyRoll,officialjellyroll
774,"WHARF TALK — Tyler, The Creator Featuring A$AP Rocky","Tyler, The Creator",feliciathegoat,@TylerTheCreator,
775,I Know — Kanii,Kanii,kanii_o,@Kaniio,kanii_o
776,Hot Boy — Nardo Wick Featuring Lil Baby,Nardo Wick,nardowick,@NardoWick,nardowick
777,Search & Rescue — Drake,Drake,champagnepapi,@DrakeOfficial,
778,Happy — NF,NF,nfrealmusic,@NFrealmusic,nfrealmusic
779,Strike (Holster) — Lil Yachty,Lil Yachty,lilyachty,@lilyachty,lilyachty
780,Peaches — Jack Black,Jack Black,jackblack,,jackblack
781,Careful — NF & Cordae,NF,nfrealmusic,@NFrealmusic,nfrealmusic
782,El Azul — Junior H x Peso Pluma,Junior H,juniorh,@JuniorH_Oficial,
783,Never Felt So Alone — Labrinth,Labrinth,labrinth,@labrinth,labrinth
784,WTF — YoungBoy Never Broke Again Featuring Nicki Minaj,YoungBoy Never Broke Again,nba_youngboy,@NbaYoungBoy,nbayoungboy
785,Princess Diana — Ice Spice & Nicki Minaj,Ice Spice,icespice,@IceSpice,icespicee
786,Chemical — Post Malone,Post Malone,postmalone,@postmalone,postmalone
787,Un x100to — Grupo Frontera X Bad Bunny,Grupo Frontera,grupofrontera,@GrupoFronteraOficial,grupofrontera
788,Daylight — David Kushner,David Kushner,david.kushner,@david.kushner,davidkushner
789,"See You Again — Tyler, The Creator Featuring Kali Uchis","Tyler, The Creator",feliciathegoat,@TylerTheCreator,
790,Chanel — Becky G & Peso Pluma,Becky G,iambeckyg,@beckyg,iambeckyg
791,Igualito A Mi Apa — Fuerza Regida & Peso Pluma,Fuerza Regida,fuerzaregida,@FUERZAREGIDA,fuerzaregida
792,Di Que Si — Grupo Marca Registrada X Grupo Frontera,Grupo Marca Registrada,grupomarcaregistrada1,@GrupoMarcaRegistrada,grupomarcaregistrada
793,It Matters To Her — Scotty McCreery,Scotty McCreery,scottymccreery,@smccreeryofficial,scottymccreery
794,Double Fantasy — The Weeknd Featuring Future,The Weeknd,theweeknd,@TheWeeknd,theweeknd
795,Alone — Kim Petras Featuring Nicki Minaj,Kim Petras,kimpetras,@kimpetras,kimpetras
796,Haegeum — Agust D,Agust D,agustd,,
797,Fragil — Yahritza y Su Esencia x Grupo Frontera,Yahritza Y Su Esencia,yahritzaysuesencia,@YahritzaYSuEsencia,yahritzaysuesencia
798,Big Truck — YoungBoy Never Broke Again,YoungBoy Never Broke Again,nba_youngboy,@NbaYoungBoy,nbayoungboy
799,They Don't Love It — Jack Harlow,Jack Harlow,jackharlow,@JackHarlow,missionaryjack
800,Wreckage — Nate Smith,Nate Smith,natesmith,@natesmithmusic,natesmithmusic
801,Waffle House — Jonas Brothers,Jonas Brothers,jonasbrothers,@JonasBrothers,jonasbrothers
802,People — Libianca,Libianca,iamlibianca,@IAMLIBIANCA,iamlibianca
803,Common Ground — Jack Harlow,Jack Harlow,jackharlow,@JackHarlow,missionaryjack
804,Area Codes — Kali,Kali,kaliii,@kaliii,kaliyaashley
805,Go Hard — Lil Baby,Lil Baby,lilbaby,@LilBabyATL,lilbaby
806,Religiously — Bailey Zimmerman,Bailey Zimmerman,bailey.zimmerman,@BaileyZimmerman,bailey.zimmerman
807,"Mejor Que Yo — Anuel AA, Mambo Kingz & DJ Luian",Anuel AA,anuel,@AnuelAA,anuel
808,"You, Me, & Whiskey — Justin Moore & Priscilla Block",Justin Moore,justincolemoore,@justinmoore,justinmoore
809,Mathematical Disrespect — Lil Mabu,Lil Mabu,lilmabu,@LilMabu,lilmabu
810,Shake Sumn — DaBaby,DaBaby,dababy,@dababy,dababy
811,Curtains — Ed Sheeran,Ed Sheeran,teddysphotos,@EdSheeran,edsheeran
812,What It Is (Block Boy) — Doechii Featuring Kodak Black,Doechii,doechii,@IamdoechiiTV,iamdoechii_
813,All My Life — Lil Durk Featuring J. Cole,Lil Durk,lildurk,@LilDurk,lildurk
814,Bitch Let's Do It — YoungBoy Never Broke Again,YoungBoy Never Broke Again,nba_youngboy,@NbaYoungBoy,nbayoungboy
815,Life Goes On — Ed Sheeran Featuring Luke Combs,Ed Sheeran,teddysphotos,@EdSheeran,edsheeran
816,Acrostico — Shakira,Shakira,shakira,@Shakira,shakira
817,Bury Me In Georgia — Kane Brown,Kane Brown,kanebrown,@KaneBrown,kanebrown
818,F**k The Industry Pt. 2 — YoungBoy Never Broke Again,YoungBoy Never Broke Again,nba_youngboy,@NbaYoungBoy,nbayoungboy
819,Everything She Ain't — Hailey Whitters,Hailey Whitters,haileywhitters,@HaileyWhittersMusic,haileywhitters
820,Your Heart Or Mine — Jon Pardi,Jon Pardi,jonpardi,@JonPardi,jonpardi
821,I Heard — YoungBoy Never Broke Again,YoungBoy Never Broke Again,nba_youngboy,@NbaYoungBoy,nbayoungboy
822,Where She Goes — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
823,TQM — Fuerza Regida,Fuerza Regida,fuerzaregida,@FUERZAREGIDA,fuerzaregida
824,Mourning — Post Malone,Post Malone,postmalone,@postmalone,postmalone
825,Say Yes To Heaven — Lana Del Rey,Lana Del Rey,honeymoon,@LanaDelRey,lanadelrey
826,"To Summer, From Cole (Audio Hug) — Summer Walker & J. Cole",Summer Walker,summerwalker,@summerwalker,summerwalker
827,"Angel, Pt. 1 — Kodak Black, NLE Choppa, Jimin, JVKE & Muni Long",Kodak Black,kodakblack,@KodakBlack,kodakblack
828,You — Dan + Shay,Dan + Shay,danandshay,@DanAndShay,danandshay
829,"Baby Don't Hurt Me — David Guetta, Anne-Marie & Coi Leray",David Guetta,davidguetta,@davidguetta,davidguetta
830,Stand By Me — Lil Durk Featuring Morgan Wallen,Lil Durk,lildurk,@LilDurk,lildurk
831,Hits Different — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
832,Pelle Coat — Lil Durk,Lil Durk,lildurk,@LilDurk,lildurk
833,War Bout It — Lil Durk Featuring 21 Savage,Lil Durk,lildurk,@LilDurk,lildurk
834,Dance The Night — Dua Lipa,Dua Lipa,dualipa,@dualipa,dualipaofficial
835,Bye — Peso Pluma,Peso Pluma,pesopluma,@pesopluma_oficial,therealpesopluma
836,Never Imagined — Lil Durk Featuring Future,Lil Durk,lildurk,@LilDurk,lildurk
837,Never Again — Lil Durk,Lil Durk,lildurk,@LilDurk,lildurk
838,Pound Town 2 — Sexyy Red & Tay Keith & Nicki Minaj,Sexyy Red,sexyyred,@SexyyRed,sexyyred314
839,Big Dawg — Lil Durk & Chief Wuk,Lil Durk,lildurk,@LilDurk,lildurk
840,Cross The Globe — Lil Durk Featuring Juice WRLD,Lil Durk,lildurk,@LilDurk,lildurk
841,Put Em On Ice — Lil Durk,Lil Durk,lildurk,@LilDurk,lildurk
842,300 Urus — Lil Durk,Lil Durk,lildurk,@LilDurk,lildurk
843,Sad Songs — Lil Durk,Lil Durk,lildurk,@LilDurk,lildurk
844,Grandson — Lil Durk Featuring Kodak Black,Lil Durk,lildurk,@LilDurk,lildurk
845,Before Fajr — Lil Durk,Lil Durk,lildurk,@LilDurk,lildurk
846,B12 — Lil Durk,Lil Durk,lildurk,@LilDurk,lildurk
847,You Got Em — Lil Durk,Lil Durk,lildurk,@LilDurk,lildurk
848,Put It On Da Floor Again — Latto Featuring Cardi B,Latto,latto,@Latto777,latto777
849,"Bzrp Music Sessions, Vol. 55 — Bizarrap & Peso Pluma",Bizarrap,bizarrap,@Bizarrap,bizarrap
850,"Calling — Metro Boomin, Swae Lee & NAV Featuring A Boogie Wit da Hoodie",Metro Boomin,metroboomin,@metroboomin,metroboomin
851,"Popular — The Weeknd, Playboi Carti & Madonna",The Weeknd,theweeknd,@TheWeeknd,theweeknd
852,"Annihilate — Metro Boomin, Swae Lee, Lil Wayne & Offset",Metro Boomin,metroboomin,@metroboomin,metroboomin
853,Bread & Butter — Gunna,Gunna,gunna,@GunnaOfficial,gunna
854,"Am I Dreaming — Metro Boomin, A$AP Rocky & Roisee",Metro Boomin,metroboomin,@metroboomin,metroboomin
855,Keep It Low — Moneybagg Yo Featuring Future,Moneybagg Yo,moneybaggyo,@MoneyBaggYoOfficial,moneybaggyo
856,"All The Way Live — Metro Boomin, Future & Lil Uzi Vert",Metro Boomin,metroboomin,@metroboomin,metroboomin
857,Self Love — Metro Boomin & Coi Leray,Metro Boomin,metroboomin,@metroboomin,metroboomin
858,Ocean Spray — Moneybagg Yo,Moneybagg Yo,moneybaggyo,@MoneyBaggYoOfficial,moneybaggyo
859,Save Me — Jelly Roll With Lainey Wilson,Jelly Roll,jellyroll615,@JellyRoll,officialjellyroll
860,Hummingbird — Metro Boomin & James Blake,Metro Boomin,metroboomin,@metroboomin,metroboomin
861,Peaches & Eggplants — Young Nudy Featuring 21 Savage,Young Nudy,youngnudy,@YoungNudy,pde_youngnudy
862,Danger (Spider) — Offset & JID,Offset,offsetyrn,@OFFSETYRN,offsetyrn
863,Dial Drunk — Noah Kahan,Noah Kahan,noahkahanmusic,@NoahKahan,noahkahanmusic
864,Take Two — BTS,BTS,bts.bighitofficial,@BTS,bts_official_bighit
865,Plebada — El Alfa x Peso Pluma,El Alfa,elalfaeljefe,@ElAlfaElJefeTV,elalfaeljeferd
866,Truck Bed — HARDY,HARDY,hardy,@HARDYmusic,hardy
867,The Hillbillies — Baby Keem & Kendrick Lamar,Baby Keem,keem,@babykeem,
868,Fukumean — Gunna,Gunna,gunna,@GunnaOfficial,gunna
869,Back To The Moon — Gunna,Gunna,gunna,@GunnaOfficial,gunna
870,Attention — Doja Cat,Doja Cat,dojacat,@dojacat,dojacat
871,Rodeo Dr — Gunna,Gunna,gunna,@GunnaOfficial,gunna
872,Back At It — Gunna,Gunna,gunna,@GunnaOfficial,gunna
873,Ca$h $hit — Gunna,Gunna,gunna,@GunnaOfficial,gunna
874,Bottom — Gunna,Gunna,gunna,@GunnaOfficial,gunna
875,IDK NoMore — Gunna,Gunna,gunna,@GunnaOfficial,gunna
876,P Angels — Gunna,Gunna,gunna,@GunnaOfficial,gunna
877,Paybach — Gunna,Gunna,gunna,@GunnaOfficial,gunna
878,Go Crazy — Gunna,Gunna,gunna,@GunnaOfficial,gunna
879,Girl In Mine — Parmalee,Parmalee,parmaleemusic,@ParmaleeMusic,officialparmalee
880,Classy 101 — Feid x Young Miko,Feid,feid,@Feid,ferxxo444
881,Bluffin — Gucci Mane & Lil Baby,Gucci Mane,laflare1017,@guccimane,icedaddy1017
882,Barbie World — Nicki Minaj & Ice Spice With Aqua,Nicki Minaj,nickiminaj,@nickiminaj,nickiminaj
