,song_id,main_artist,main_artist_ig,main_artist_yt,main_artist_tt
1691,Ruby Rosary — A$AP Rocky Featuring J. Cole,A$AP Rocky,asaprocky,@ASAPROCKYUPTOWN,asaprocky
1692,Diet Pepsi — Addison Rae,Addison Rae,addisonraee,@AddisonRae,addisonre
1693,Disco — Surf Curse,Surf Curse,surfcurse,@surfcurse,surfcurseofficial
1694,Shake Dat Ass (Twerk Song) — BossMan DLow,BossMan Dlow,bossman_dlow,@bossmandlow,bossmandlow
1695,Baby I'm Back — The Kid LAROI,The Kid LAROI,thekidlaroi,@TheKidLAROI,thekidlaroi
1696,Dancing In The Flames — The Weeknd,The Weeknd,theweeknd,@TheWeeknd,theweeknd
1697,All Red — Playboi Carti,Playboi Carti,playboicarti,@playboicarti,playboicarti
1698,It's Ok I'm Ok — Tate McRae,Tate McRae,tatemcrae,@TateMcRae,tatemcrae
1699,Passport Junkie — Rod Wave,Rod Wave,rodwave,@RodWaveOfficial,rodwave
1700,Talk Talk — Charli xcx Featuring Troye Sivan,Charli xcx,charli_xcx,@officialcharlixcx,charlixcx
1701,Bad Dreams — Teddy Swims,Teddy Swims,teddyswims,@TeddySwims,teddyswims
1702,I Never Lie — Zach Top,Zach Top,zachtop,@zachtop,zachtop
1703,Worst Way — Riley Green,Riley Green,rileyduckman,@RileyGreenMusic,rileyduckman
1704,Teflon Don — Future,Future,,@officialfuturevideos,plutoouttahere
1705,Too Fast — Future,Future,,@officialfuturevideos,plutoouttahere
1706,Lil Demon — Future,Future,,@officialfuturevideos,plutoouttahere
1707,Ski — Future,Future,,@officialfuturevideos,plutoouttahere
1708,Plutoski — Future,Future,,@officialfuturevideos,plutoouttahere
1709,Ready To Cook Up — Future,Future,,@officialfuturevideos,plutoouttahere
1710,Ocean — Future,Future,,@officialfuturevideos,plutoouttahere
1711,South Of France — Future,Future,,@officialfuturevideos,plutoouttahere
1712,Brazzier — Future,Future,,@officialfuturevideos,plutoouttahere
1713,Press The Button — Future,Future,,@officialfuturevideos,plutoouttahere
1714,Surfing A Tsunami — Future,Future,,@officialfuturevideos,plutoouttahere
1715,MJ — Future,Future,,@officialfuturevideos,plutoouttahere
1716,Oath — Future,Future,,@officialfuturevideos,plutoouttahere
1717,Burning Down — Alex Warren,Alex Warren,alexwarren,@AlexWarren,alexwarren
1718,Una Velita — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1719,Aye Say Gang — Future,Future,,@officialfuturevideos,plutoouttahere
1720,Told My — Future,Future,,@officialfuturevideos,plutoouttahere
1721,Lost My Dog — Future,Future,,@officialfuturevideos,plutoouttahere
1722,Made My Hoe Faint — Future,Future,,@officialfuturevideos,plutoouttahere
1723,Hollon — GloRilla,GloRilla,glorillapimp,@theofficialGloRilla,glorilla03
1724,Timeless — The Weeknd & Playboi Carti,The Weeknd,theweeknd,@TheWeeknd,theweeknd
1725,I'm Gonna Love You — Cody Johnson & Carrie Underwood,Cody Johnson,codyjohnson,@CodyJohnson,cojonation
1726,Fall Fast In Love — Rod Wave,Rod Wave,rodwave,@RodWaveOfficial,rodwave
1727,Heavy Is The Crown — Linkin Park,Linkin Park,linkinpark,@LinkinPark,linkinpark
1728,Blow For Blow — Tee Grizzley & J. Cole,Tee Grizzley,teegrizzley,@TeeGrizzley,tee_grizzley
1729,No One Noticed — The Marias,The Marias,themarias,@TheMarias,themarias
1730,Or What? — NLE Choppa & 41,NLE Choppa,thegreatnle,@NLECHOPPA,nlethegreat1
1731,El Lokeron — Tito Double P,Tito Double P,titodoublep,@TitoDoubleP,titodoublep
1732,Keep Up — Odetari,Odetari,odetari,@odetari,odetari
1733,This Is My Dirt — Justin Moore,Justin Moore,justincolemoore,@justinmoore,justinmoore
1734,Thick Of It — KSI Featuring Trippie Redd,KSI,ksi,@KSI,ksi
1735,"We Pray — Coldplay Featuring Little Simz, Burna Boy, Elyanna & TINI",Coldplay,coldplay,@coldplay,coldplay
1736,Fix What You Didn't Break — Nate Smith,Nate Smith,natesmith,@natesmithmusic,natesmithmusic
1737,New Drop — Don Toliver,Don Toliver,dontoliver,@dontolivermusic,dontolivermusic
1738,25 — Rod Wave,Rod Wave,rodwave,@RodWaveOfficial,rodwave
1739,Whatchu Kno About Me — GloRilla & Sexyy Red,GloRilla,glorillapimp,@theofficialGloRilla,glorilla03
1740,Last Lap — Rod Wave,Rod Wave,rodwave,@RodWaveOfficial,rodwave
1741,Sympathy Is A Knife — Charli xcx Featuring Ariana Grande,Charli xcx,charli_xcx,@officialcharlixcx,charlixcx
1742,Federal Nightmares — Rod Wave,Rod Wave,rodwave,@RodWaveOfficial,rodwave
1743,Angel With An Attitude — Rod Wave,Rod Wave,rodwave,@RodWaveOfficial,rodwave
1744,F**k Fame — Rod Wave Featuring Lil Yachty & Lil Baby,Rod Wave,rodwave,@RodWaveOfficial,rodwave
1745,Never Mind — Rod Wave,Rod Wave,rodwave,@RodWaveOfficial,rodwave
1746,Turtle Race — Rod Wave,Rod Wave,rodwave,@RodWaveOfficial,rodwave
1747,Apply Pressure — Rod Wave,Rod Wave,rodwave,@RodWaveOfficial,rodwave
1748,The Best — Rod Wave,Rod Wave,rodwave,@RodWaveOfficial,rodwave
1749,Even Love — Rod Wave,Rod Wave,rodwave,@RodWaveOfficial,rodwave
1750,Lost In Love — Rod Wave & Be Charlotte,Rod Wave,rodwave,@RodWaveOfficial,rodwave
1751,Change Me — BigXthaPlug,BigXthaPlug,bigxthaplug,@bigxthaplug,bigxthaplug_
1752,How I Look — GloRilla & Megan Thee Stallion,GloRilla,glorillapimp,@theofficialGloRilla,glorilla03
1753,I Luv Her — GloRilla & T-Pain,GloRilla,glorillapimp,@theofficialGloRilla,glorilla03
1754,Waited 2 Late — Rod Wave,Rod Wave,rodwave,@RodWaveOfficial,rodwave
1755,Mike — Rod Wave,Rod Wave,rodwave,@RodWaveOfficial,rodwave
1756,D.A.R.E. — Rod Wave,Rod Wave,rodwave,@RodWaveOfficial,rodwave
1757,Scared Love — Rod Wave,Rod Wave,rodwave,@RodWaveOfficial,rodwave
1758,Mantra — Jennie,JENNIE,jennierubyjane,@jennierubyjane,jennierubyjane
1759,Leave Me Alone — BigXthaPlug,BigXthaPlug,bigxthaplug,@bigxthaplug,bigxthaplug_
1760,Karma — Rod Wave,Rod Wave,rodwave,@RodWaveOfficial,rodwave
1761,Love Somebody — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
1762,APT. — ROSE & Bruno Mars,ROSE,roses_are_rosie,@roses_are_rosie,roses_are_rosie
1763,Tu Boda — Oscar Maydon & Fuerza Regida,Oscar Maydon,oscar_maydonn,@Oscar_Maydon,oscar_maydonnn
1764,"Noid — Tyler, The Creator","Tyler, The Creator",feliciathegoat,@TylerTheCreator,
1765,That's So True — Gracie Abrams,Gracie Abrams,gracieabrams,@GracieAbrams,tehegracietehe
1766,Him All Along — Gunna,Gunna,gunna,@GunnaOfficial,gunna
1767,2AM — BigXthaPlug,BigXthaPlug,bigxthaplug,@bigxthaplug,bigxthaplug_
1768,Back On My BS — BigXthaPlug,BigXthaPlug,bigxthaplug,@bigxthaplug,bigxthaplug_
1769,"St. Chroma — Tyler, The Creator Featuring Daniel Caesar","Tyler, The Creator",feliciathegoat,@TylerTheCreator,
1770,"Sticky — Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne","Tyler, The Creator",feliciathegoat,@TylerTheCreator,
1771,"Darling, I — Tyler, The Creator Featuring Teezo Touchdown","Tyler, The Creator",feliciathegoat,@TylerTheCreator,
1772,"Rah Tah Tah — Tyler, The Creator","Tyler, The Creator",feliciathegoat,@TylerTheCreator,
1773,Disease — Lady Gaga,Lady Gaga,ladygaga,@LadyGaga,ladygaga
1774,"Thought I Was Dead — Tyler, The Creator Featuring ScHoolboy Q & Santigold","Tyler, The Creator",feliciathegoat,@TylerTheCreator,
1775,"Hey Jane — Tyler, The Creator","Tyler, The Creator",feliciathegoat,@TylerTheCreator,
1776,"Judge Judy — Tyler, The Creator","Tyler, The Creator",feliciathegoat,@TylerTheCreator,
1777,"Take Your Mask Off — Tyler, The Creator Featuring Daniel Caesar & Latoiya Williams","Tyler, The Creator",feliciathegoat,@TylerTheCreator,
1778,"Like Him — Tyler, The Creator Featuring Lola Young","Tyler, The Creator",feliciathegoat,@TylerTheCreator,
1779,"I Killed You — Tyler, The Creator","Tyler, The Creator",feliciathegoat,@TylerTheCreator,
1780,"Tomorrow — Tyler, The Creator","Tyler, The Creator",feliciathegoat,@TylerTheCreator,
1781,"Balloon — Tyler, The Creator Featuring Doechii","Tyler, The Creator",feliciathegoat,@TylerTheCreator,
1782,Heart Of A Woman — Summer Walker,Summer Walker,summerwalker,@summerwalker,summerwalker
1783,"I Hope You Find Your Way Home — Tyler, The Creator","Tyler, The Creator",feliciathegoat,@TylerTheCreator,
1784,Bigger In Texas — Megan Thee Stallion,Megan Thee Stallion,theestallion,@megantheestallion,theestallion
1785,No Pole — Don Toliver,Don Toliver,dontoliver,@dontolivermusic,dontolivermusic
1786,Chill Bae — Lil Uzi Vert,Lil Uzi Vert,liluzivert,@LILUZIVERT,liluzivert
1787,Light Year (Practice) — Lil Uzi Vert,Lil Uzi Vert,liluzivert,@LILUZIVERT,liluzivert
1788,Sao Paulo — The Weeknd & Anitta,The Weeknd,theweeknd,@TheWeeknd,theweeknd
1789,We Good — Lil Uzi Vert,Lil Uzi Vert,liluzivert,@LILUZIVERT,liluzivert
1790,Brokey — Latto,Latto,latto,@Latto777,latto777
1791,High Road — Zach Bryan,Zach Bryan,zachlanebryan,@zachbryan1067,zachlanebryan
1792,This World's A Giant — Zach Bryan,Zach Bryan,zachlanebryan,@zachbryan1067,zachlanebryan
1793,Hard Fought Hallelujah — Brandon Lake,Brandon Lake,brandonlake,@brandonlakeofficial,brandonlakemusic
1794,"+57 — Karol G, Feid & DFZM Featuring Ovy On The Drums, J Balvin, Maluma, Ryan Castro & Blessd",Karol G,karolg,@KarolG,karolg
1795,For Me — Loe Shimmy & Brent Faiyaz,Loe Shimmy,loeshimmy,@loeshimmy,loeshimmy
1796,4x4xU — Lainey Wilson,Lainey Wilson,laineywilson,@LaineyWilson,laineywilson
1797,I Ain't Sayin' — Jordan Davis,Jordan Davis,jordandavisofficial,@jordandavisofficial,jordandavismusic
1798,The Largest — BigXthaPlug,BigXthaPlug,bigxthaplug,@bigxthaplug,bigxthaplug_
1799,Criminals — Meghan Trainor,Meghan Trainor,meghantrainor,@MeghanTrainor,meghantrainor
1800,Que Pasaria... — Rauw Alejandro & Bad Bunny,Rauw Alejandro,rauwalejandro,@RauwAlejandroTv,rauwalejandro
1801,2 Hands — Tate McRae,Tate McRae,tatemcrae,@TateMcRae,tatemcrae
1802,Running Wild — JIN,Jin,jin,,
1803,Insecurities — Lil Baby,Lil Baby,lilbaby,@LilBabyATL,lilbaby
1804,Khe? — Rauw Alejandro & Romeo Santos,Rauw Alejandro,rauwalejandro,@RauwAlejandroTv,rauwalejandro
1805,AGATS2 (Insecure) — Juice WRLD & Nicki Minaj,Juice WRLD,juicewrld999,@JuiceWRLD,juicewrld999
1806,Tu Con El — Rauw Alejandro,Rauw Alejandro,rauwalejandro,@RauwAlejandroTv,rauwalejandro
1807,Good News — Shaboozey,Shaboozey,shaboozey,@Shaboozey,shaboozey
1808,Se Fue — Rauw Alejandro & Laura Pausini,Rauw Alejandro,rauwalejandro,@RauwAlejandroTv,rauwalejandro
1809,Revolu — Rauw Alejandro & Feid,Rauw Alejandro,rauwalejandro,@RauwAlejandroTv,rauwalejandro
1810,Dejame Entrar — Rauw Alejandro,Rauw Alejandro,rauwalejandro,@RauwAlejandroTv,rauwalejandro
1811,Neon Moon — Brooks & Dunn With Morgan Wallen,Brooks & Dunn,brooksanddunn,@BrooksandDunn,brooksanddunn
1812,Squabble Up — Kendrick Lamar,Kendrick Lamar,kendricklamar,@kendricklamar,
1813,TV Off — Kendrick Lamar Featuring Lefty Gunplay,Kendrick Lamar,kendricklamar,@kendricklamar,
1814,Luther — Kendrick Lamar & SZA,Kendrick Lamar,kendricklamar,@kendricklamar,
1815,Wacced Out Murals — Kendrick Lamar,Kendrick Lamar,kendricklamar,@kendricklamar,
1816,Hey Now — Kendrick Lamar Featuring Dody6,Kendrick Lamar,kendricklamar,@kendricklamar,
1817,Reincarnated — Kendrick Lamar,Kendrick Lamar,kendricklamar,@kendricklamar,
1818,Man At The Garden — Kendrick Lamar,Kendrick Lamar,kendricklamar,@kendricklamar,
1819,"Dodger Blue — Kendrick Lamar Featuring Wallie the Sensei, Siete7x & Roddy Ricch",Kendrick Lamar,kendricklamar,@kendricklamar,
1820,Peekaboo — Kendrick Lamar Featuring AzChike,Kendrick Lamar,kendricklamar,@kendricklamar,
1821,Heart Pt. 6 — Kendrick Lamar,Kendrick Lamar,kendricklamar,@kendricklamar,
1822,"GNX — Kendrick Lamar Featuring Hitta J3, YoungThreat & Peysoh",Kendrick Lamar,kendricklamar,@kendricklamar,
1823,Gloria — Kendrick Lamar & SZA,Kendrick Lamar,kendricklamar,@kendricklamar,
1824,Defying Gravity — Cynthia Erivo Featuring Ariana Grande,Cynthia Erivo,cynthiaerivo,@CynthiaErivo,cynthiaerivo
1825,Popular — Ariana Grande,Ariana Grande,arianagrande,@ArianaGrande,arianagrande
1826,What Is This Feeling? — Ariana Grande & Cynthia Erivo,Ariana Grande,arianagrande,@ArianaGrande,arianagrande
1827,Hello Miss Johnson — Jack Harlow,Jack Harlow,jackharlow,@JackHarlow,missionaryjack
1828,"No One Mourns The Wicked — Ariana Grande Featuring Andy Nyman, Courtney-Mae Briggs, Jeff Goldblum, Sharon D. Clarke & Jenna Boyd",Ariana Grande,arianagrande,@ArianaGrande,arianagrande
1829,"Dancing Through Life — Jonathan Bailey Featuring Ariana Grande, Ethan Slater, Marissa Bode & Cynthia Erivo",Jonathan Bailey,jbayleaf,,
1830,The Wizard And I — Cynthia Erivo Featuring Michelle Yeoh,Cynthia Erivo,cynthiaerivo,@CynthiaErivo,cynthiaerivo
1831,I'm Not That Girl — Cynthia Erivo,Cynthia Erivo,cynthiaerivo,@CynthiaErivo,cynthiaerivo
1832,Ma Meilleure Ennemie — Stromae & Pomme,Stromae,stromae,@stromae,stromae
1833,Gang Baby — NLE Choppa,NLE Choppa,thegreatnle,@NLECHOPPA,nlethegreat1
1834,Empty Out Your Pockets — Juice WRLD,Juice WRLD,juicewrld999,@JuiceWRLD,juicewrld999
1835,Misfit — Juice WRLD,Juice WRLD,juicewrld999,@JuiceWRLD,juicewrld999
1836,The Party Never Ends — Juice WRLD,Juice WRLD,juicewrld999,@JuiceWRLD,juicewrld999
1837,Christmas Magic — Laufey,Laufey,laufey,@laufey,laufey
1838,Messy — Lola Young,Lola Young,lolayounggg,@LolaYounggg,lolayounggg
1839,KTM Drip — Juice WRLD,Juice WRLD,juicewrld999,@JuiceWRLD,juicewrld999
1840,Cuffed — Juice WRLD,Juice WRLD,juicewrld999,@JuiceWRLD,juicewrld999
1841,Winter Ahead — V With Park Hyo Shin,V,thv,,
1842,El Club — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1843,Rosones — Tito Double P,Tito Double P,titodoublep,@TitoDoubleP,titodoublep
1844,Toxic Till The End — ROSE,ROSE,roses_are_rosie,@roses_are_rosie,roses_are_rosie
1845,White Christmas — V & Bing Crosby,V,thv,,
1846,Indigo — Sam Barber Featuring Avery Anna,Sam Barber,sambarber_music,@sambarber9852,sambarber_music
1847,Holly Jolly Christmas — Michael Buble,Michael Buble,michaelbuble,@michaelbuble,michaelbuble
1848,Snowman — Sia,Sia,siamusic,@sia,sia
1849,30 For 30 — SZA With Kendrick Lamar,SZA,sza,@sza,sza
1850,Winter Wonderland — Darlene Love,Darlene Love,darlenelovesings,@DarleneLove,
1851,You Make It Feel Like Christmas — Gwen Stefani Featuring Blake Shelton,Gwen Stefani,gwenstefani,@gwenstefani,gwenstefani
1852,BMF — SZA,SZA,sza,@sza,sza
1853,Drive — SZA,SZA,sza,@sza,sza
1854,Diamond Boy (DTM) — SZA,SZA,sza,@sza,sza
1855,Scorsese Baby Daddy — SZA,SZA,sza,@sza,sza
1856,What Do I Do — SZA,SZA,sza,@sza,sza
1857,No More Hiding — SZA,SZA,sza,@sza,sza
1858,Crybaby — SZA,SZA,sza,@sza,sza
1859,Kitchen — SZA,SZA,sza,@sza,sza
1860,Another Life — SZA,SZA,sza,@sza,sza
1861,Run Rudolph Run — Mark Ambor,Mark Ambor,markambor,@markambor,markambor
1862,Love Me 4 Me — SZA,SZA,sza,@sza,sza
1863,Chill Baby — SZA,SZA,sza,@sza,sza
1864,My Turn — SZA,SZA,sza,@sza,sza
1865,Holiday Road — Kesha,Kesha,kesha,@kesha,kesha
1866,Santa Baby — Laufey,Laufey,laufey,@laufey,laufey
1867,Smile — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
1868,Loco — Neton Vega,Neton Vega,net0n__,@NetonVega,net0n__
1869,Boys Back Home — Dylan Marlowe & Dylan Scott,Dylan Marlowe,dylanmarlowemusic,@dylanmarlowemusic,dylanmarlowemusic
1870,Nadie — Tito Double P,Tito Double P,titodoublep,@TitoDoubleP,titodoublep
1871,Pitorro de Coco — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1872,Ends Of The Earth — Ty Myers,Ty Myers,tywmyers,@tywmyers,tymyers
1873,Cowboy Songs — George Birge,George Birge,georgebirge,@georgebirge,georgebirgeofficial
1874,"Dum, Dumb, And Dumber — Lil Baby, Young Thug & Future",Lil Baby,lilbaby,@LilBabyATL,lilbaby
1875,Nuevayol — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1876,Baile Inolvidable — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1877,Tweaker — Gelo,Gelo,gelo,@GeloMusicOfficial,gelo
1878,Voy A Llevarte Pa PR — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1879,DTMF — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1880,"Velda — Bad Bunny, Omar Courtz & Dei V",Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1881,By Myself — Lil Baby & Rylo Rodriguez Featuring Rod Wave,Lil Baby,lilbaby,@LilBabyATL,lilbaby
1882,Perfumito Nuevo — Bad Bunny & RaiNao,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1883,Outfit — Lil Baby & 21 Savage,Lil Baby,lilbaby,@LilBabyATL,lilbaby
1884,Stuff — Lil Baby Featuring Travis Scott,Lil Baby,lilbaby,@LilBabyATL,lilbaby
1885,Weltita — Bad Bunny & Chuwi,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1886,Redbone — Lil Baby & GloRilla,Lil Baby,lilbaby,@LilBabyATL,lilbaby
1887,EOO — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1888,F U 2x — Lil Baby,Lil Baby,lilbaby,@LilBabyATL,lilbaby
1889,Ketu Tecre — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1890,Listen Up — Lil Baby,Lil Baby,lilbaby,@LilBabyATL,lilbaby
1891,Kloufrens — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1892,Bokete — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1893,I Promise — Lil Baby,Lil Baby,lilbaby,@LilBabyATL,lilbaby
1894,Due 4A Win — Lil Baby,Lil Baby,lilbaby,@LilBabyATL,lilbaby
1895,So Sorry — Lil Baby,Lil Baby,lilbaby,@LilBabyATL,lilbaby
1896,Denial Is A River — Doechii,Doechii,doechii,@IamdoechiiTV,iamdoechii_
1897,Turista — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1898,Cafe Con Ron — Bad Bunny & Los Pleneros de La Cresta,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1899,Stiff Gang — Lil Baby,Lil Baby,lilbaby,@LilBabyATL,lilbaby
1900,Lo Que Le Paso A Hawaii — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1901,La Mudanza — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1902,Free Promo — Lil Baby,Lil Baby,lilbaby,@LilBabyATL,lilbaby
1903,Are You Even Real — Teddy Swims & GIVEON,Teddy Swims,teddyswims,@TeddySwims,teddyswims
1904,Bigger Houses — Dan + Shay,Dan + Shay,danandshay,@DanAndShay,danandshay
1905,The Days — CHRYSTAL,CHRYSTAL,chrystal.archives,@chrystal_,chrystal.archives
1906,"Forever Young — David Guetta, Alphaville & Ava Max",David Guetta,davidguetta,@davidguetta,davidguetta
1907,Headlock — Imogen Heap,Imogen Heap,imogenheap,@imogenheap,imogenheap
1908,Funny Papers — Mac Miller,Mac Miller,macmiller,@macmiller,
1909,5 Dollar Pony Rides — Mac Miller,Mac Miller,macmiller,@macmiller,
1910,Push 2 Start — Tyla,Tyla,tyla,@Tylaofficial,hernametyla
1911,GBP — Central Cee Featuring 21 Savage,Central Cee,centralcee,@CentralCee,centralcee
1912,DJ's Chord Organ — Mac Miller Featuring SZA,Mac Miller,macmiller,@macmiller,
1913,Stoned — Mac Miller,Mac Miller,macmiller,@macmiller,
1914,4X4 — Travis Scott,Travis Scott,travisscott,@TravisScottXX,travisscott
1915,Fat Juicy & Wet — Sexyy Red & Bruno Mars,Sexyy Red,sexyyred,@SexyyRed,sexyyred314
1916,Sports Car — Tate McRae,Tate McRae,tatemcrae,@TateMcRae,tatemcrae
1917,Haunted — Kane Brown With Jelly Roll,Kane Brown,kanebrown,@KaneBrown,kanebrown
1918,Blue Jean Baby — Zach Bryan,Zach Bryan,zachlanebryan,@zachbryan1067,zachlanebryan
1919,Backseat Driver — Kane Brown,Kane Brown,kanebrown,@KaneBrown,kanebrown
1920,Weren't For The Wind — Ella Langley,Ella Langley,ellalangleymusic,@ellalangleymusic,ellalangleymusic1
1921,Me Jalo — Fuerza Regida & Grupo Frontera,Fuerza Regida,fuerzaregida,@FUERZAREGIDA,fuerzaregida
1922,Mutt — Leon Thomas,Leon Thomas,leonthomas,@leonthomasmusic,leonthomas
1923,I'm The Problem — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
1924,Cry For Me — The Weeknd,The Weeknd,theweeknd,@TheWeeknd,theweeknd
1925,Abracadabra — Lady Gaga,Lady Gaga,ladygaga,@LadyGaga,ladygaga
1926,Wake Me Up — The Weeknd & Justice,The Weeknd,theweeknd,@TheWeeknd,theweeknd
1927,Baptized In Fear — The Weeknd,The Weeknd,theweeknd,@TheWeeknd,theweeknd
1928,Open Hearts — The Weeknd,The Weeknd,theweeknd,@TheWeeknd,theweeknd
1929,"Reflections Laughing — The Weeknd, Travis Scott & Florence + The Machine",The Weeknd,theweeknd,@TheWeeknd,theweeknd
1930,Enjoy The Show — The Weeknd & Future,The Weeknd,theweeknd,@TheWeeknd,theweeknd
1931,Niagara Falls — The Weeknd,The Weeknd,theweeknd,@TheWeeknd,theweeknd
1932,The Abyss — The Weeknd & Lana Del Rey,The Weeknd,theweeknd,@TheWeeknd,theweeknd
1933,Take Me Back To LA — The Weeknd,The Weeknd,theweeknd,@TheWeeknd,theweeknd
1934,Given Up On Me — The Weeknd,The Weeknd,theweeknd,@TheWeeknd,theweeknd
1935,Opening Night — The Weeknd,The Weeknd,theweeknd,@TheWeeknd,theweeknd
1936,I Can't Wait To Get There — The Weeknd,The Weeknd,theweeknd,@TheWeeknd,theweeknd
1937,7 Dias — Gabito Ballesteros & Tito Double P,Gabito Ballesteros,gabitoballesteros,@gabitoballesteros_,gabitoballesteros
1938,Nissan Altima — Doechii,Doechii,doechii,@IamdoechiiTV,iamdoechii_
1939,Love Hangover — JENNIE & Dominic Fike,JENNIE,jennierubyjane,@jennierubyjane,jennierubyjane
1940,Twenties — Giveon,Giveon,giveon,@Giveon,giveon
1941,Ordinary — Alex Warren,Alex Warren,alexwarren,@AlexWarren,alexwarren
1942,Born Again — LISA Featuring Doja Cat & RAYE,LISA,lalalalisa_m,@lalalalisa_m,lalalalisa_m
1943,Gimme A Hug — Drake,Drake,champagnepapi,@DrakeOfficial,
1944,Nokia — Drake,Drake,champagnepapi,@DrakeOfficial,
1945,CN Tower — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR,partynextdoor,@PARTYOMO,partynextdoor
1946,"Die Trying — PARTYNEXTDOOR, Drake & Yebba",PARTYNEXTDOOR,partynextdoor,@PARTYOMO,partynextdoor
1947,Something About You — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR,partynextdoor,@PARTYOMO,partynextdoor
1948,Busy Woman — Sabrina Carpenter,Sabrina Carpenter,sabrinacarpenter,@sabrinacarpenter,sabrinacarpenter
1949,Moth Balls — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR,partynextdoor,@PARTYOMO,partynextdoor
1950,Somebody Loves Me — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR,partynextdoor,@PARTYOMO,partynextdoor
1951,Deeper — PARTYNEXTDOOR,PARTYNEXTDOOR,partynextdoor,@PARTYOMO,partynextdoor
1952,Spider-Man Superman — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR,partynextdoor,@PARTYOMO,partynextdoor
1953,Crying In Chanel — Drake,Drake,champagnepapi,@DrakeOfficial,
1954,Small Town Fame — Drake,Drake,champagnepapi,@DrakeOfficial,
1955,Raining In Houston — Drake,Drake,champagnepapi,@DrakeOfficial,
1956,"Pimmie's Dilemma — Pimmie, PARTYNEXTDOOR & Drake",Pimmie,ayopimmie,@ayopimmie,ayopimmie
1957,Brian Steel — Drake,Drake,champagnepapi,@DrakeOfficial,
1958,Lasers — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR,partynextdoor,@PARTYOMO,partynextdoor
1959,"Meet Your Padre — PARTYNEXTDOOR, Drake & Chino Pacas",PARTYNEXTDOOR,partynextdoor,@PARTYOMO,partynextdoor
1960,Celibacy — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR,partynextdoor,@PARTYOMO,partynextdoor
1961,15 Minutes — Sabrina Carpenter,Sabrina Carpenter,sabrinacarpenter,@sabrinacarpenter,sabrinacarpenter
1962,Greedy — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR,partynextdoor,@PARTYOMO,partynextdoor
1963,When He's Gone — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR,partynextdoor,@PARTYOMO,partynextdoor
1964,OMW — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR,partynextdoor,@PARTYOMO,partynextdoor
1965,Glorious — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR,partynextdoor,@PARTYOMO,partynextdoor
1966,Couldn't Make It Any Harder — Sabrina Carpenter,Sabrina Carpenter,sabrinacarpenter,@sabrinacarpenter,sabrinacarpenter
1967,Por Esos Ojos — Fuerza Regida,Fuerza Regida,fuerzaregida,@FUERZAREGIDA,fuerzaregida
1968,Bad Reviews — Sabrina Carpenter,Sabrina Carpenter,sabrinacarpenter,@sabrinacarpenter,sabrinacarpenter
1969,Revolving Door — Tate McRae,Tate McRae,tatemcrae,@TateMcRae,tatemcrae
1970,I Know Love — Tate McRae Featuring The Kid LAROI,Tate McRae,tatemcrae,@TateMcRae,tatemcrae
1971,Dear God — Tate McRae,Tate McRae,tatemcrae,@TateMcRae,tatemcrae
1972,Purple Lace Bra — Tate McRae,Tate McRae,tatemcrae,@TateMcRae,tatemcrae
1973,Miss Possessive — Tate McRae,Tate McRae,tatemcrae,@TateMcRae,tatemcrae
